Date,region,Case,Count
2020-06-15,Northern Borders,Active cases,57
2020-06-15,Qassim,Active cases,788
2020-06-15,Riyadh,Active cases,17289
2020-06-15,Tabuk,Active cases,156
2020-06-16,Al Bahah,Active cases,134
2020-06-16,Al Jouf,Active cases,22
2020-06-16,Asir,Active cases,1645
2020-06-16,Eastern Region,Active cases,11544
2020-06-16,Hail,Active cases,210
2020-06-16,Jazan,Active cases,438
2020-06-16,Mecca,Active cases,11560
2020-06-16,Medina,Active cases,1910
2020-06-16,Najran,Active cases,316
2020-06-16,Northern Borders,Active cases,38
2020-06-16,Qassim,Active cases,898
2020-06-16,Riyadh,Active cases,19637
2020-06-16,Tabuk,Active cases,129
2020-06-17,Al Bahah,Active cases,146
2020-06-17,Al Jouf,Active cases,26
2020-06-17,Asir,Active cases,1902
2020-06-17,Eastern Region,Active cases,11912
2020-06-17,Hail,Active cases,196
2020-06-17,Jazan,Active cases,468
2020-06-17,Mecca,Active cases,11805
2020-06-17,Medina,Active cases,1926
2020-06-17,Najran,Active cases,374
2020-06-17,Northern Borders,Active cases,35
2020-06-17,Qassim,Active cases,961
2020-06-17,Riyadh,Active cases,21058
2020-06-17,Tabuk,Active cases,128
2020-06-18,Al Bahah,Active cases,157
2020-06-18,Al Jouf,Active cases,36
2020-06-18,Asir,Active cases,1889
2020-06-18,Eastern Region,Active cases,12717
2020-06-18,Hail,Active cases,227
2020-06-18,Jazan,Active cases,506
2020-06-18,Mecca,Active cases,12237
2020-06-18,Medina,Active cases,2001
2020-06-18,Najran,Active cases,395
2020-06-18,Northern Borders,Active cases,30
2020-06-18,Qassim,Active cases,1001
2020-06-18,Riyadh,Active cases,22002
2020-06-18,Tabuk,Active cases,146
2020-06-19,Al Bahah,Active cases,183
2020-06-19,Al Jouf,Active cases,44
2020-06-19,Asir,Active cases,2108
2020-06-19,Eastern Region,Active cases,13390
2020-06-19,Hail,Active cases,268
2020-06-19,Jazan,Active cases,344
2020-06-19,Mecca,Active cases,11788
2020-06-19,Medina,Active cases,2157
2020-06-19,Najran,Active cases,435
2020-06-19,Northern Borders,Active cases,26
2020-06-19,Qassim,Active cases,1116
2020-06-19,Riyadh,Active cases,22083
2020-06-19,Tabuk,Active cases,144
2020-06-20,Al Bahah,Active cases,201
2020-06-20,Al Jouf,Active cases,48
2020-06-20,Asir,Active cases,2185
2020-06-20,Eastern Region,Active cases,13889
2020-06-20,Hail,Active cases,333
2020-06-20,Jazan,Active cases,396
2020-06-20,Mecca,Active cases,12400
2020-06-20,Medina,Active cases,2179
2020-06-20,Najran,Active cases,484
2020-06-20,Northern Borders,Active cases,23
2020-06-20,Qassim,Active cases,1189
2020-06-20,Riyadh,Active cases,21758
2020-06-20,Tabuk,Active cases,130
2020-06-21,Al Bahah,Active cases,187
2020-06-21,Al Jouf,Active cases,40
2020-06-21,Asir,Active cases,2420
2020-06-21,Eastern Region,Active cases,14741
2020-06-21,Hail,Active cases,415
2020-06-21,Jazan,Active cases,401
2020-06-21,Mecca,Active cases,11699
2020-06-21,Medina,Active cases,2104
2020-06-21,Najran,Active cases,510
2020-06-21,Northern Borders,Active cases,18
2020-06-21,Qassim,Active cases,1279
2020-06-21,Riyadh,Active cases,20571
2020-06-21,Tabuk,Active cases,138
2020-06-22,Al Bahah,Active cases,181
2020-06-22,Al Jouf,Active cases,35
2020-06-22,Asir,Active cases,2669
2020-06-22,Eastern Region,Active cases,14263
2020-06-22,Hail,Active cases,490
2020-06-22,Jazan,Active cases,429
2020-06-22,Mecca,Active cases,11719
2020-06-22,Medina,Active cases,2137
2020-06-22,Najran,Active cases,543
2020-06-22,Northern Borders,Active cases,16
2020-06-22,Qassim,Active cases,1232
2020-06-22,Riyadh,Active cases,19048
2020-06-22,Tabuk,Active cases,151
2020-06-23,Al Bahah,Active cases,235
2020-06-23,Al Jouf,Active cases,42
2020-06-23,Asir,Active cases,2718
2020-06-23,Eastern Region,Active cases,14822
2020-06-23,Hail,Active cases,562
2020-06-23,Jazan,Active cases,434
2020-06-23,Mecca,Active cases,11334
2020-06-23,Medina,Active cases,2071
2020-06-23,Najran,Active cases,558
2020-06-23,Northern Borders,Active cases,19
2020-06-23,Qassim,Active cases,1339
2020-06-23,Riyadh,Active cases,18774
2020-06-23,Tabuk,Active cases,175
2020-06-24,Al Bahah,Active cases,254
2020-06-24,Al Jouf,Active cases,64
2020-06-24,Asir,Active cases,2842
2020-06-24,Eastern Region,Active cases,16380
2020-06-24,Hail,Active cases,600
2020-06-24,Jazan,Active cases,425
2020-06-24,Mecca,Active cases,11197
2020-06-24,Medina,Active cases,2023
2020-06-24,Najran,Active cases,526
2020-06-24,Northern Borders,Active cases,22
2020-06-24,Qassim,Active cases,1443
2020-06-24,Riyadh,Active cases,15354
2020-06-24,Tabuk,Active cases,201
2020-06-25,Al Bahah,Active cases,286
2020-06-25,Al Jouf,Active cases,72
2020-06-25,Asir,Active cases,3191
2020-06-25,Eastern Region,Active cases,17991
2020-06-25,Hail,Active cases,696
2020-06-25,Jazan,Active cases,506
2020-06-25,Mecca,Active cases,11266
2020-06-25,Medina,Active cases,2080
2020-06-25,Najran,Active cases,599
2020-06-25,Northern Borders,Active cases,34
2020-06-25,Qassim,Active cases,1605
2020-06-25,Riyadh,Active cases,14090
2020-06-25,Tabuk,Active cases,216
2020-06-26,Al Bahah,Active cases,286
2020-06-26,Al Jouf,Active cases,86
2020-06-26,Asir,Active cases,3880
2020-06-26,Eastern Region,Active cases,19182
2020-06-26,Hail,Active cases,752
2020-06-26,Jazan,Active cases,567
2020-06-26,Mecca,Active cases,11827
2020-06-26,Medina,Active cases,2162
2020-06-26,Najran,Active cases,622
2020-06-26,Northern Borders,Active cases,33
2020-06-26,Qassim,Active cases,1769
2020-06-26,Riyadh,Active cases,13462
2020-06-26,Tabuk,Active cases,237
2020-06-27,Al Bahah,Active cases,279
2020-06-27,Al Jouf,Active cases,82
2020-06-27,Asir,Active cases,4302
2020-06-27,Eastern Region,Active cases,19938
2020-06-27,Hail,Active cases,795
2020-06-27,Jazan,Active cases,593
2020-06-27,Mecca,Active cases,11991
2020-06-27,Medina,Active cases,2147
2020-06-27,Najran,Active cases,738
2020-06-27,Northern Borders,Active cases,42
2020-06-27,Qassim,Active cases,1908
2020-06-27,Riyadh,Active cases,13141
2020-06-27,Tabuk,Active cases,231
2020-06-28,Al Bahah,Active cases,280
2020-06-28,Al Jouf,Active cases,74
2020-06-28,Asir,Active cases,4658
2020-06-28,Eastern Region,Active cases,20697
2020-06-28,Hail,Active cases,846
2020-06-28,Jazan,Active cases,643
2020-06-28,Mecca,Active cases,12286
2020-06-28,Medina,Active cases,2198
2020-06-28,Najran,Active cases,796
2020-06-28,Northern Borders,Active cases,37
2020-06-28,Qassim,Active cases,1908
2020-06-28,Riyadh,Active cases,13128
2020-06-28,Tabuk,Active cases,168
2020-06-29,Al Bahah,Active cases,204
2020-06-29,Al Jouf,Active cases,66
2020-06-29,Asir,Active cases,4804
2020-06-29,Eastern Region,Active cases,21169
2020-06-29,Hail,Active cases,927
2020-06-29,Jazan,Active cases,551
2020-06-29,Mecca,Active cases,12544
2020-06-29,Medina,Active cases,2038
2020-06-29,Najran,Active cases,821
2020-06-29,Northern Borders,Active cases,42
2020-06-29,Qassim,Active cases,2049
2020-06-29,Riyadh,Active cases,13031
2020-06-29,Tabuk,Active cases,162
2020-06-30,Al Bahah,Active cases,203
2020-06-30,Al Jouf,Active cases,63
2020-06-30,Asir,Active cases,4987
2020-06-30,Eastern Region,Active cases,21448
2020-06-30,Hail,Active cases,987
2020-06-30,Jazan,Active cases,615
2020-06-30,Mecca,Active cases,12617
2020-06-30,Medina,Active cases,2120
2020-06-30,Najran,Active cases,893
2020-06-30,Northern Borders,Active cases,52
2020-06-30,Qassim,Active cases,2183
2020-06-30,Riyadh,Active cases,13456
2020-06-30,Tabuk,Active cases,143
2020-07-01,Al Bahah,Active cases,207
2020-07-01,Al Jouf,Active cases,59
2020-07-01,Asir,Active cases,4954
2020-07-01,Eastern Region,Active cases,20999
2020-07-01,Hail,Active cases,1094
2020-07-01,Jazan,Active cases,582
2020-07-01,Mecca,Active cases,11167
2020-07-01,Medina,Active cases,2123
2020-07-01,Najran,Active cases,814
2020-07-01,Northern Borders,Active cases,52
2020-07-01,Qassim,Active cases,2383
2020-07-01,Riyadh,Active cases,13606
2020-07-01,Tabuk,Active cases,145
2020-07-02,Al Bahah,Active cases,221
2020-07-02,Al Jouf,Active cases,77
2020-07-02,Asir,Active cases,4839
2020-07-02,Eastern Region,Active cases,21788
2020-07-02,Hail,Active cases,1177
2020-07-02,Jazan,Active cases,703
2020-07-02,Mecca,Active cases,10973
2020-07-02,Medina,Active cases,2088
2020-07-02,Najran,Active cases,842
2020-07-02,Northern Borders,Active cases,106
2020-07-02,Qassim,Active cases,2488
2020-07-02,Riyadh,Active cases,13885
2020-07-02,Tabuk,Active cases,197
2020-07-03,Al Bahah,Active cases,233
2020-07-03,Al Jouf,Active cases,96
2020-07-03,Asir,Active cases,5185
2020-07-03,Eastern Region,Active cases,22487
2020-07-03,Hail,Active cases,1226
2020-07-03,Jazan,Active cases,770
2020-07-03,Mecca,Active cases,10833
2020-07-03,Medina,Active cases,2054
2020-07-03,Najran,Active cases,917
2020-07-03,Northern Borders,Active cases,112
2020-07-03,Qassim,Active cases,2638
2020-07-03,Riyadh,Active cases,14029
2020-07-03,Tabuk,Active cases,234
2020-07-04,Al Bahah,Active cases,220
2020-07-04,Al Jouf,Active cases,117
2020-07-04,Asir,Active cases,5747
2020-07-04,Eastern Region,Active cases,22674
2020-07-04,Hail,Active cases,1298
2020-07-04,Jazan,Active cases,859
2020-07-04,Mecca,Active cases,10826
2020-07-04,Medina,Active cases,2209
2020-07-04,Najran,Active cases,974
2020-07-04,Northern Borders,Active cases,130
2020-07-04,Qassim,Active cases,2873
2020-07-04,Riyadh,Active cases,14166
2020-07-04,Tabuk,Active cases,264
2020-07-05,Al Bahah,Active cases,229
2020-07-05,Al Jouf,Active cases,149
2020-07-05,Asir,Active cases,6282
2020-07-05,Eastern Region,Active cases,23311
2020-07-05,Hail,Active cases,1376
2020-07-05,Jazan,Active cases,790
2020-07-05,Mecca,Active cases,10181
2020-07-05,Medina,Active cases,2259
2020-07-05,Najran,Active cases,1128
2020-07-05,Northern Borders,Active cases,198
2020-07-05,Qassim,Active cases,2992
2020-07-05,Riyadh,Active cases,12874
2020-07-05,Tabuk,Active cases,345
2020-07-06,Al Bahah,Active cases,191
2020-07-06,Al Jouf,Active cases,146
2020-07-06,Asir,Active cases,6626
2020-07-06,Eastern Region,Active cases,21947
2020-07-06,Hail,Active cases,1514
2020-07-06,Jazan,Active cases,826
2020-07-06,Mecca,Active cases,9802
2020-07-06,Medina,Active cases,2404
2020-07-06,Najran,Active cases,1205
2020-07-06,Northern Borders,Active cases,205
2020-07-06,Qassim,Active cases,3154
2020-07-06,Riyadh,Active cases,11868
2020-07-06,Tabuk,Active cases,364
2020-07-07,Al Bahah,Active cases,227
2020-07-07,Al Jouf,Active cases,146
2020-07-07,Asir,Active cases,6960
2020-07-07,Eastern Region,Active cases,21349
2020-07-07,Hail,Active cases,1592
2020-07-07,Jazan,Active cases,909
2020-07-07,Mecca,Active cases,9484
2020-07-07,Medina,Active cases,2524
2020-07-07,Najran,Active cases,1273
2020-07-07,Northern Borders,Active cases,225
2020-07-07,Qassim,Active cases,3183
2020-07-07,Riyadh,Active cases,11794
2020-07-07,Tabuk,Active cases,369
2020-07-08,Al Bahah,Active cases,235
2020-07-08,Al Jouf,Active cases,146
2020-07-08,Asir,Active cases,7117
2020-07-08,Eastern Region,Active cases,21258
2020-07-08,Hail,Active cases,1683
2020-07-08,Jazan,Active cases,991
2020-07-08,Mecca,Active cases,9576
2020-07-08,Medina,Active cases,2576
2020-07-08,Najran,Active cases,1306
2020-07-08,Northern Borders,Active cases,233
2020-07-08,Qassim,Active cases,3115
2020-07-08,Riyadh,Active cases,11538
2020-07-08,Tabuk,Active cases,357
2020-07-09,Al Bahah,Active cases,234
2020-07-09,Al Jouf,Active cases,175
2020-07-09,Asir,Active cases,7270
2020-07-09,Eastern Region,Active cases,21578
2020-07-09,Hail,Active cases,1766
2020-07-09,Jazan,Active cases,1093
2020-07-09,Mecca,Active cases,9884
2020-07-09,Medina,Active cases,2738
2020-07-09,Najran,Active cases,1352
2020-07-09,Northern Borders,Active cases,266
2020-07-09,Qassim,Active cases,2970
2020-07-09,Riyadh,Active cases,11588
2020-07-09,Tabuk,Active cases,395
2020-07-10,Al Bahah,Active cases,251
2020-07-10,Al Jouf,Active cases,220
2020-07-10,Asir,Active cases,7087
2020-07-10,Eastern Region,Active cases,21853
2020-07-10,Hail,Active cases,1860
2020-07-10,Jazan,Active cases,1215
2020-07-10,Mecca,Active cases,10123
2020-07-10,Medina,Active cases,2613
2020-07-10,Najran,Active cases,1322
2020-07-10,Northern Borders,Active cases,334
2020-07-10,Qassim,Active cases,3088
2020-07-10,Riyadh,Active cases,11525
2020-07-10,Tabuk,Active cases,412
2020-07-11,Al Bahah,Active cases,249
2020-07-11,Al Jouf,Active cases,231
2020-07-11,Asir,Active cases,7363
2020-07-11,Eastern Region,Active cases,22160
2020-07-11,Hail,Active cases,1949
2020-07-11,Jazan,Active cases,1271
2020-07-11,Mecca,Active cases,10229
2020-07-11,Medina,Active cases,2561
2020-07-11,Najran,Active cases,1398
2020-07-11,Northern Borders,Active cases,344
2020-07-11,Qassim,Active cases,3162
2020-07-11,Riyadh,Active cases,11551
2020-07-11,Tabuk,Active cases,430
2020-07-12,Al Bahah,Active cases,296
2020-07-12,Al Jouf,Active cases,233
2020-07-12,Asir,Active cases,7537
2020-07-12,Eastern Region,Active cases,21967
2020-07-12,Hail,Active cases,1980
2020-07-12,Jazan,Active cases,1393
2020-07-12,Mecca,Active cases,10232
2020-07-12,Medina,Active cases,2553
2020-07-12,Najran,Active cases,1489
2020-07-12,Northern Borders,Active cases,379
2020-07-12,Qassim,Active cases,3043
2020-07-12,Riyadh,Active cases,11474
2020-07-12,Tabuk,Active cases,450
2020-07-13,Al Bahah,Active cases,306
2020-07-13,Al Jouf,Active cases,239
2020-07-13,Asir,Active cases,6339
2020-07-13,Eastern Region,Active cases,20111
2020-07-13,Hail,Active cases,1425
2020-07-13,Jazan,Active cases,1264
2020-07-13,Mecca,Active cases,9982
2020-07-13,Medina,Active cases,2584
2020-07-13,Najran,Active cases,1435
2020-07-13,Northern Borders,Active cases,392
2020-07-13,Qassim,Active cases,1931
2020-07-13,Riyadh,Active cases,11499
2020-07-13,Tabuk,Active cases,453
2020-07-14,Al Bahah,Active cases,338
2020-07-14,Al Jouf,Active cases,261
2020-07-14,Asir,Active cases,4763
2020-07-14,Eastern Region,Active cases,19056
2020-07-14,Hail,Active cases,1442
2020-07-14,Jazan,Active cases,1147
2020-07-14,Mecca,Active cases,10065
2020-07-14,Medina,Active cases,2530
2020-07-14,Najran,Active cases,1409
2020-07-14,Northern Borders,Active cases,416
2020-07-14,Qassim,Active cases,1717
2020-07-14,Riyadh,Active cases,11491
2020-07-14,Tabuk,Active cases,465
2020-07-15,Al Bahah,Active cases,333
2020-07-15,Al Jouf,Active cases,256
2020-07-15,Asir,Active cases,4168
2020-07-15,Eastern Region,Active cases,18149
2020-07-15,Hail,Active cases,1312
2020-07-15,Jazan,Active cases,1198
2020-07-15,Mecca,Active cases,10187
2020-07-15,Medina,Active cases,2483
2020-07-15,Najran,Active cases,1402
2020-07-15,Northern Borders,Active cases,453
2020-07-15,Qassim,Active cases,1478
2020-07-15,Riyadh,Active cases,11366
2020-07-15,Tabuk,Active cases,461
2020-07-16,Al Bahah,Active cases,353
2020-07-16,Al Jouf,Active cases,263
2020-07-16,Asir,Active cases,3900
2020-07-16,Eastern Region,Active cases,18108
2020-07-16,Hail,Active cases,1262
2020-07-16,Jazan,Active cases,1159
2020-07-16,Mecca,Active cases,9971
2020-07-16,Medina,Active cases,2549
2020-07-16,Najran,Active cases,1362
2020-07-16,Northern Borders,Active cases,406
2020-07-16,Qassim,Active cases,1283
2020-07-16,Riyadh,Active cases,11247
2020-07-16,Tabuk,Active cases,420
2020-07-17,Al Bahah,Active cases,322
2020-07-17,Al Jouf,Active cases,267
2020-07-17,Asir,Active cases,3885
2020-07-17,Eastern Region,Active cases,17536
2020-07-17,Hail,Active cases,1193
2020-07-17,Jazan,Active cases,1272
2020-07-17,Mecca,Active cases,10251
2020-07-17,Medina,Active cases,2421
2020-07-17,Najran,Active cases,1383
2020-07-17,Northern Borders,Active cases,354
2020-07-17,Qassim,Active cases,1201
2020-07-17,Riyadh,Active cases,11266
2020-07-17,Tabuk,Active cases,400
2020-07-18,Al Bahah,Active cases,327
2020-07-18,Al Jouf,Active cases,254
2020-07-18,Asir,Active cases,3865
2020-07-18,Eastern Region,Active cases,16568
2020-07-18,Hail,Active cases,1081
2020-07-18,Jazan,Active cases,1431
2020-07-18,Mecca,Active cases,10369
2020-07-18,Medina,Active cases,2378
2020-07-18,Najran,Active cases,1385
2020-07-18,Northern Borders,Active cases,327
2020-07-18,Qassim,Active cases,1179
2020-07-18,Riyadh,Active cases,11118
2020-07-18,Tabuk,Active cases,417
2020-07-19,Al Bahah,Active cases,359
2020-07-19,Al Jouf,Active cases,292
2020-07-19,Asir,Active cases,3558
2020-07-19,Eastern Region,Active cases,15682
2020-07-19,Hail,Active cases,1089
2020-07-19,Jazan,Active cases,1371
2020-07-19,Mecca,Active cases,10221
2020-07-19,Medina,Active cases,2348
2020-07-19,Najran,Active cases,1355
2020-07-19,Northern Borders,Active cases,334
2020-07-19,Qassim,Active cases,1169
2020-07-19,Riyadh,Active cases,9400
2020-07-19,Tabuk,Active cases,389
2020-07-20,Al Bahah,Active cases,365
2020-07-20,Al Jouf,Active cases,323
2020-07-20,Asir,Active cases,3434
2020-07-20,Eastern Region,Active cases,14854
2020-07-20,Hail,Active cases,1002
2020-07-20,Jazan,Active cases,1243
2020-07-20,Mecca,Active cases,10291
2020-07-20,Medina,Active cases,2404
2020-07-20,Najran,Active cases,1353
2020-07-20,Northern Borders,Active cases,295
2020-07-20,Qassim,Active cases,1257
2020-07-20,Riyadh,Active cases,8794
2020-07-20,Tabuk,Active cases,394
2020-07-21,Al Bahah,Active cases,382
2020-07-21,Al Jouf,Active cases,344
2020-07-21,Asir,Active cases,3401
2020-07-21,Eastern Region,Active cases,14103
2020-07-21,Hail,Active cases,1021
2020-07-21,Jazan,Active cases,1283
2020-07-21,Mecca,Active cases,10232
2020-07-21,Medina,Active cases,2379
2020-07-21,Najran,Active cases,1328
2020-07-21,Northern Borders,Active cases,282
2020-07-21,Qassim,Active cases,1389
2020-07-21,Riyadh,Active cases,8624
2020-07-21,Tabuk,Active cases,389
2020-07-22,Al Bahah,Active cases,383
2020-07-22,Al Jouf,Active cases,355
2020-07-22,Asir,Active cases,3320
2020-07-22,Eastern Region,Active cases,13450
2020-07-22,Hail,Active cases,977
2020-07-22,Jazan,Active cases,1295
2020-07-22,Mecca,Active cases,10078
2020-07-22,Medina,Active cases,2413
2020-07-22,Najran,Active cases,1283
2020-07-22,Northern Borders,Active cases,274
2020-07-22,Qassim,Active cases,1512
2020-07-22,Riyadh,Active cases,8540
2020-07-22,Tabuk,Active cases,389
2020-07-23,Al Bahah,Active cases,373
2020-07-23,Al Jouf,Active cases,356
2020-07-23,Asir,Active cases,3448
2020-07-23,Eastern Region,Active cases,13507
2020-07-23,Hail,Active cases,919
2020-07-23,Jazan,Active cases,1359
2020-07-23,Mecca,Active cases,9969
2020-07-23,Medina,Active cases,2370
2020-07-23,Najran,Active cases,1325
2020-07-23,Northern Borders,Active cases,259
2020-07-23,Qassim,Active cases,1664
2020-07-23,Riyadh,Active cases,8438
2020-07-23,Tabuk,Active cases,382
2020-07-24,Al Bahah,Active cases,379
2020-07-24,Al Jouf,Active cases,356
2020-07-24,Asir,Active cases,3606
2020-07-24,Eastern Region,Active cases,13444
2020-07-24,Hail,Active cases,972
2020-07-24,Jazan,Active cases,1461
2020-07-24,Mecca,Active cases,9570
2020-07-24,Medina,Active cases,2382
2020-07-24,Najran,Active cases,1382
2020-07-24,Northern Borders,Active cases,258
2020-07-24,Qassim,Active cases,1766
2020-07-24,Riyadh,Active cases,8522
2020-07-24,Tabuk,Active cases,390
2020-07-25,Al Bahah,Active cases,366
2020-07-25,Al Jouf,Active cases,352
2020-07-25,Asir,Active cases,3525
2020-07-25,Eastern Region,Active cases,13317
2020-07-25,Hail,Active cases,983
2020-07-25,Jazan,Active cases,1433
2020-07-25,Mecca,Active cases,9556
2020-07-25,Medina,Active cases,2332
2020-07-25,Najran,Active cases,1385
2020-07-25,Northern Borders,Active cases,246
2020-07-25,Qassim,Active cases,1844
2020-07-25,Riyadh,Active cases,8187
2020-07-25,Tabuk,Active cases,359
2020-07-26,Al Bahah,Active cases,411
2020-07-26,Al Jouf,Active cases,336
2020-07-26,Asir,Active cases,3413
2020-07-26,Eastern Region,Active cases,12977
2020-07-26,Hail,Active cases,899
2020-07-26,Jazan,Active cases,1432
2020-07-26,Mecca,Active cases,9426
2020-07-26,Medina,Active cases,2380
2020-07-26,Najran,Active cases,1395
2020-07-26,Northern Borders,Active cases,238
2020-07-26,Qassim,Active cases,2001
2020-07-26,Riyadh,Active cases,7969
2020-07-26,Tabuk,Active cases,361
2020-03-02,Al Bahah,Mortalities,0
2020-03-02,Al Jouf,Mortalities,0
2020-03-02,Asir,Mortalities,0
2020-03-02,Eastern Region,Mortalities,0
2020-03-02,Hail,Mortalities,0
2020-03-02,Jazan,Mortalities,0
2020-03-02,Mecca,Mortalities,0
2020-03-02,Medina,Mortalities,0
2020-03-02,Najran,Mortalities,0
2020-03-02,Northern Borders,Mortalities,0
2020-03-02,Qassim,Mortalities,0
2020-03-02,Riyadh,Mortalities,0
2020-03-02,Tabuk,Mortalities,0
2020-03-03,Al Bahah,Mortalities,0
2020-03-03,Al Jouf,Mortalities,0
2020-03-03,Asir,Mortalities,0
2020-03-03,Eastern Region,Mortalities,0
2020-03-03,Hail,Mortalities,0
2020-03-03,Jazan,Mortalities,0
2020-03-03,Mecca,Mortalities,0
2020-03-03,Medina,Mortalities,0
2020-03-03,Najran,Mortalities,0
2020-03-03,Northern Borders,Mortalities,0
2020-03-03,Qassim,Mortalities,0
2020-03-03,Riyadh,Mortalities,0
2020-03-03,Tabuk,Mortalities,0
2020-03-04,Al Bahah,Mortalities,0
2020-03-04,Al Jouf,Mortalities,0
2020-03-04,Asir,Mortalities,0
2020-03-04,Eastern Region,Mortalities,0
2020-03-04,Hail,Mortalities,0
2020-03-04,Jazan,Mortalities,0
2020-03-04,Mecca,Mortalities,0
2020-03-04,Medina,Mortalities,0
2020-03-04,Najran,Mortalities,0
2020-03-04,Northern Borders,Mortalities,0
2020-03-04,Qassim,Mortalities,0
2020-03-04,Riyadh,Mortalities,0
2020-03-04,Tabuk,Mortalities,0
2020-03-05,Al Bahah,Mortalities,0
2020-03-05,Al Jouf,Mortalities,0
2020-03-05,Asir,Mortalities,0
2020-03-05,Eastern Region,Mortalities,0
2020-03-05,Hail,Mortalities,0
2020-03-05,Jazan,Mortalities,0
2020-03-05,Mecca,Mortalities,0
2020-03-05,Medina,Mortalities,0
2020-03-05,Najran,Mortalities,0
2020-03-05,Northern Borders,Mortalities,0
2020-03-05,Qassim,Mortalities,0
2020-03-05,Riyadh,Mortalities,0
2020-03-05,Tabuk,Mortalities,0
2020-03-06,Al Bahah,Mortalities,0
2020-03-06,Al Jouf,Mortalities,0
2020-03-06,Asir,Mortalities,0
2020-03-06,Eastern Region,Mortalities,0
2020-03-06,Hail,Mortalities,0
2020-03-06,Jazan,Mortalities,0
2020-03-06,Mecca,Mortalities,0
2020-03-06,Medina,Mortalities,0
2020-03-06,Najran,Mortalities,0
2020-03-06,Northern Borders,Mortalities,0
2020-03-06,Qassim,Mortalities,0
2020-03-06,Riyadh,Mortalities,0
2020-03-06,Tabuk,Mortalities,0
2020-03-07,Al Bahah,Mortalities,0
2020-03-07,Al Jouf,Mortalities,0
2020-03-07,Asir,Mortalities,0
2020-03-07,Eastern Region,Mortalities,0
2020-03-07,Hail,Mortalities,0
2020-03-07,Jazan,Mortalities,0
2020-03-07,Mecca,Mortalities,0
2020-03-07,Medina,Mortalities,0
2020-03-07,Najran,Mortalities,0
2020-03-07,Northern Borders,Mortalities,0
2020-03-07,Qassim,Mortalities,0
2020-03-07,Riyadh,Mortalities,0
2020-03-07,Tabuk,Mortalities,0
2020-03-08,Al Bahah,Mortalities,0
2020-03-08,Al Jouf,Mortalities,0
2020-03-08,Asir,Mortalities,0
2020-03-08,Eastern Region,Mortalities,0
2020-03-08,Hail,Mortalities,0
2020-03-08,Jazan,Mortalities,0
2020-03-08,Mecca,Mortalities,0
2020-03-08,Medina,Mortalities,0
2020-03-08,Najran,Mortalities,0
2020-03-08,Northern Borders,Mortalities,0
2020-03-08,Qassim,Mortalities,0
2020-03-08,Riyadh,Mortalities,0
2020-03-08,Tabuk,Mortalities,0
2020-03-09,Al Bahah,Mortalities,0
2020-03-09,Al Jouf,Mortalities,0
2020-03-09,Asir,Mortalities,0
2020-03-09,Eastern Region,Mortalities,0
2020-03-09,Hail,Mortalities,0
2020-03-09,Jazan,Mortalities,0
2020-03-09,Mecca,Mortalities,0
2020-03-09,Medina,Mortalities,0
2020-03-09,Najran,Mortalities,0
2020-03-09,Northern Borders,Mortalities,0
2020-03-09,Qassim,Mortalities,0
2020-03-09,Riyadh,Mortalities,0
2020-03-09,Tabuk,Mortalities,0
2020-03-10,Al Bahah,Mortalities,0
2020-03-10,Al Jouf,Mortalities,0
2020-03-10,Asir,Mortalities,0
2020-03-10,Eastern Region,Mortalities,0
2020-03-10,Hail,Mortalities,0
2020-03-10,Jazan,Mortalities,0
2020-03-10,Mecca,Mortalities,0
2020-03-10,Medina,Mortalities,0
2020-03-10,Najran,Mortalities,0
2020-03-10,Northern Borders,Mortalities,0
2020-03-10,Qassim,Mortalities,0
2020-03-10,Riyadh,Mortalities,0
2020-03-10,Tabuk,Mortalities,0
2020-03-11,Al Bahah,Mortalities,0
2020-03-11,Al Jouf,Mortalities,0
2020-03-11,Asir,Mortalities,0
2020-03-11,Eastern Region,Mortalities,0
2020-03-11,Hail,Mortalities,0
2020-03-11,Jazan,Mortalities,0
2020-03-11,Mecca,Mortalities,0
2020-03-11,Medina,Mortalities,0
2020-03-11,Najran,Mortalities,0
2020-03-11,Northern Borders,Mortalities,0
2020-03-11,Qassim,Mortalities,0
2020-03-11,Riyadh,Mortalities,0
2020-03-11,Tabuk,Mortalities,0
2020-03-12,Al Bahah,Mortalities,0
2020-03-12,Al Jouf,Mortalities,0
2020-03-12,Asir,Mortalities,0
2020-03-12,Eastern Region,Mortalities,0
2020-03-12,Hail,Mortalities,0
2020-03-12,Jazan,Mortalities,0
2020-03-12,Mecca,Mortalities,0
2020-03-12,Medina,Mortalities,0
2020-03-12,Najran,Mortalities,0
2020-03-12,Northern Borders,Mortalities,0
2020-03-12,Qassim,Mortalities,0
2020-03-12,Riyadh,Mortalities,0
2020-03-12,Tabuk,Mortalities,0
2020-03-13,Al Bahah,Mortalities,0
2020-03-13,Al Jouf,Mortalities,0
2020-03-13,Asir,Mortalities,0
2020-03-13,Eastern Region,Mortalities,0
2020-03-13,Hail,Mortalities,0
2020-03-13,Jazan,Mortalities,0
2020-03-13,Mecca,Mortalities,0
2020-03-13,Medina,Mortalities,0
2020-03-13,Najran,Mortalities,0
2020-03-13,Northern Borders,Mortalities,0
2020-03-13,Qassim,Mortalities,0
2020-03-13,Riyadh,Mortalities,0
2020-03-13,Tabuk,Mortalities,0
2020-03-14,Al Bahah,Mortalities,0
