Date,City,Cases,Mortalities,Recoveries
2020-04-24,Adh Dhibiyyah,0,0,0
2020-04-24,Al Batahaa,0,0,0
2020-04-24,Al Jafr,0,0,0
2020-04-24,Al Mubarraz,0,0,0
2020-04-24,Al Qaysomah,0,0,0
2020-04-24,Al Suyariah,0,0,0
2020-04-24,Ar Ruqi,0,0,0
2020-04-24,As Sufairy,0,0,0
2020-04-24,Bqeeq,0,0,0
2020-04-24,Dahran,0,0,2
2020-04-24,Dammam,43,0,14
2020-04-24,Hafr Al Batin,0,0,0
2020-04-24,Hardh,0,0,0
2020-04-24,Hufof,34,0,18
2020-04-24,Jubail,26,0,0
2020-04-24,Khafji,0,0,0
2020-04-24,Khobar,45,0,1
2020-04-24,Mulayjah,0,0,0
2020-04-24,Nairyah,0,0,0
2020-04-24,Qaryat Al Ulya,0,0,0
2020-04-24,Qatif,0,0,10
2020-04-24,Ras Tanura,0,0,1
2020-04-24,Safwa,0,0,0
2020-04-24,Saihat,0,0,0
2020-04-24,Salwa,0,0,0
2020-04-24,Samodah,0,0,0
2020-04-24,Urayarah,0,0,0
2020-04-25,AL Oyoun,0,0,0
2020-04-25,Adh Dhibiyyah,0,0,0
2020-04-25,Al Batahaa,0,0,0
2020-04-25,Al Jafr,0,0,0
2020-04-25,Al Mubarraz,0,0,0
2020-04-25,Al Qaysomah,0,0,0
2020-04-25,Al Suyariah,0,0,0
2020-04-25,Ar Ruqi,0,0,0
2020-04-25,As Sufairy,0,0,0
2020-04-25,Bqeeq,17,0,0
2020-04-25,Dahran,0,0,0
2020-04-25,Dammam,51,0,7
2020-04-25,Hafr Al Batin,2,0,0
2020-04-25,Hardh,0,0,0
2020-04-25,Hufof,17,1,0
2020-04-25,Jubail,19,0,0
2020-04-25,Khafji,0,0,0
2020-04-25,Khobar,1,0,0
2020-04-25,Mulayjah,0,0,0
2020-04-25,Nairyah,0,0,0
2020-04-25,Qaryat Al Ulya,0,0,0
2020-04-25,Qatif,2,0,0
2020-04-25,Ras Tanura,0,0,0
2020-04-25,Safwa,0,0,0
2020-04-25,Saihat,0,0,0
2020-04-25,Salwa,0,0,0
2020-04-25,Samodah,0,0,0
2020-04-25,Urayarah,0,0,0
2020-04-26,AL Oyoun,0,0,0
2020-04-26,Adh Dhibiyyah,0,0,0
2020-04-26,Al Batahaa,0,0,0
2020-04-26,Al Jafr,0,0,0
2020-04-26,Al Mubarraz,0,0,0
2020-04-26,Al Qaysomah,0,0,0
2020-04-26,Al Suyariah,0,0,0
2020-04-26,Ar Ruqi,0,0,0
2020-04-26,As Sufairy,0,0,0
2020-04-26,Bqeeq,0,0,0
2020-04-26,Dahran,0,0,0
2020-04-26,Dammam,26,0,0
2020-04-26,Hafr Al Batin,0,0,0
2020-04-26,Hardh,0,0,0
2020-04-26,Hufof,37,0,54
2020-04-26,Jubail,107,0,0
2020-04-26,Khafji,0,0,0
2020-04-26,Khobar,50,0,0
2020-04-26,Mulayjah,0,0,0
2020-04-26,Nairyah,0,0,0
2020-04-26,Qaryat Al Ulya,0,0,0
2020-04-26,Qatif,7,0,0
2020-04-26,Ras Tanura,0,0,0
2020-04-26,Safwa,0,0,0
2020-04-26,Saihat,0,0,0
2020-04-26,Salwa,0,0,0
2020-04-26,Samodah,0,0,0
2020-04-26,Urayarah,0,0,0
2020-04-27,AL Oyoun,0,0,0
2020-04-27,Adh Dhibiyyah,0,0,0
2020-04-27,Al Batahaa,0,0,0
2020-04-27,Al Jafr,2,0,0
2020-04-27,Al Mubarraz,0,0,0
2020-04-27,Al Qaysomah,0,0,0
2020-04-27,Al Suyariah,0,0,0
2020-04-27,Ar Ruqi,0,0,0
2020-04-27,As Sufairy,0,0,0
2020-04-27,Bqeeq,1,0,0
2020-04-27,Dahran,1,0,5
2020-04-27,Dammam,35,0,0
2020-04-27,Hafr Al Batin,1,0,0
2020-04-27,Hardh,0,0,0
2020-04-27,Hufof,5,0,6
2020-04-27,Jubail,58,0,4
2020-04-27,Khafji,0,0,6
2020-04-27,Khobar,7,0,8
2020-04-27,Mulayjah,0,0,0
2020-04-27,Nairyah,0,0,0
2020-04-27,Qaryat Al Ulya,0,0,0
2020-04-27,Qatif,4,0,14
2020-04-27,Ras Tanura,4,0,6
2020-04-27,Safwa,0,0,0
2020-04-27,Saihat,0,0,0
2020-04-27,Salwa,0,0,0
2020-04-27,Samodah,0,0,0
2020-04-27,Urayarah,0,0,0
2020-04-28,AL Oyoun,0,0,0
2020-04-28,Adh Dhibiyyah,0,0,0
2020-04-28,Al Batahaa,0,0,0
2020-04-28,Al Jafr,4,0,3
2020-04-28,Al Mubarraz,0,0,0
2020-04-28,Al Qaysomah,0,0,0
2020-04-28,Al Suyariah,0,0,0
2020-04-28,Ar Ruqi,0,0,0
2020-04-28,As Sufairy,0,0,0
2020-04-28,Bqeeq,0,0,1
2020-04-28,Dahran,0,0,0
2020-04-28,Dammam,74,2,0
2020-04-28,Hafr Al Batin,2,0,0
2020-04-28,Hardh,0,0,0
2020-04-28,Hufof,42,0,9
2020-04-28,Jubail,23,1,0
2020-04-28,Khafji,0,0,0
2020-04-28,Khobar,36,1,0
2020-04-28,Mulayjah,0,0,0
2020-04-28,Nairyah,0,0,0
2020-04-28,Qaryat Al Ulya,0,0,0
2020-04-28,Qatif,4,0,0
2020-04-28,Ras Tanura,0,0,0
2020-04-28,Safwa,0,0,0
2020-04-28,Saihat,0,0,0
2020-04-28,Salwa,0,0,0
2020-04-28,Samodah,0,0,0
2020-04-28,Urayarah,0,0,0
2020-04-29,AL Oyoun,0,0,0
2020-04-29,Adh Dhibiyyah,0,0,0
2020-04-29,Al Batahaa,0,0,0
2020-04-29,Al Jafr,2,0,0
2020-04-29,Al Mubarraz,0,0,0
2020-04-29,Al Qaysomah,0,0,0
2020-04-29,Al Suyariah,0,0,0
2020-04-29,Ar Ruqi,0,0,0
2020-04-29,As Sufairy,0,0,0
2020-04-29,Bqeeq,0,0,0
2020-04-29,Dahran,1,0,0
2020-04-29,Dammam,110,0,0
2020-04-29,Hafr Al Batin,1,0,0
2020-04-29,Hardh,0,0,0
2020-04-29,Hufof,29,0,6
2020-04-29,Jubail,35,0,0
2020-04-29,Khafji,0,0,0
2020-04-29,Khobar,7,0,0
2020-04-29,Mulayjah,0,0,0
2020-04-29,Nairyah,1,0,0
2020-04-29,Qaryat Al Ulya,0,0,0
2020-04-29,Qatif,23,0,0
2020-04-29,Ras Tanura,3,0,0
2020-04-29,Safwa,0,0,0
2020-04-29,Saihat,0,0,0
2020-04-29,Salwa,0,0,0
2020-04-29,Samodah,0,0,0
2020-04-29,Urayarah,0,0,0
2020-04-30,AL Oyoun,0,0,0
2020-04-30,Adh Dhibiyyah,0,0,0
2020-04-30,Al Batahaa,0,0,0
2020-04-30,Al Jafr,0,0,0
2020-04-30,Al Mubarraz,0,0,0
2020-04-30,Al Qaysomah,0,0,0
2020-04-30,Al Suyariah,0,0,0
2020-04-30,Ar Ruqi,0,0,0
2020-04-30,As Sufairy,0,0,0
2020-04-30,Bqeeq,2,0,1
2020-04-30,Dahran,0,0,0
2020-04-30,Dammam,114,0,0
2020-04-30,Hafr Al Batin,0,0,0
2020-04-30,Hardh,0,0,0
2020-04-30,Hufof,12,0,6
2020-04-30,Jubail,171,0,0
2020-04-30,Khafji,0,0,0
2020-04-30,Khobar,33,0,5
2020-04-30,Mulayjah,0,0,0
2020-04-30,Nairyah,9,0,0
2020-04-30,Qaryat Al Ulya,0,0,0
2020-04-30,Qatif,0,0,10
2020-04-30,Ras Tanura,3,0,0
2020-04-30,Safwa,0,0,0
2020-04-30,Saihat,0,0,2
2020-04-30,Salwa,0,0,0
2020-04-30,Samodah,0,0,0
2020-04-30,Urayarah,0,0,0
2020-05-01,AL Oyoun,0,0,0
2020-05-01,Adh Dhibiyyah,0,0,0
2020-05-01,Al Batahaa,0,0,0
2020-05-01,Al Jafr,0,0,0
2020-05-01,Al Mubarraz,0,0,0
2020-05-01,Al Qaysomah,0,0,0
2020-05-01,Al Suyariah,0,0,0
2020-05-01,Ar Ruqi,0,0,0
2020-05-01,As Sufairy,0,0,0
2020-05-01,Bqeeq,4,0,0
2020-05-01,Dahran,2,0,1
2020-05-01,Dammam,126,0,4
2020-05-01,Hafr Al Batin,0,0,0
2020-05-01,Hardh,0,0,0
2020-05-01,Hufof,64,0,13
2020-05-01,Jubail,80,0,1
2020-05-01,Khafji,0,0,0
2020-05-01,Khobar,81,0,5
2020-05-01,Mulayjah,0,0,0
2020-05-01,Nairyah,3,0,0
2020-05-01,Qaryat Al Ulya,0,0,0
2020-05-01,Qatif,0,0,4
2020-05-01,Ras Tanura,9,0,0
2020-05-01,Safwa,0,0,0
2020-05-01,Saihat,0,0,0
2020-05-01,Salwa,0,0,0
2020-05-01,Samodah,0,0,0
2020-05-01,Urayarah,0,0,0
2020-05-02,AL Oyoun,0,0,0
2020-05-02,Adh Dhibiyyah,0,0,0
2020-05-02,Al Batahaa,0,0,0
2020-05-02,Al Jafr,0,0,0
2020-05-02,Al Mubarraz,0,0,2
2020-05-02,Al Qaysomah,0,0,0
2020-05-02,Al Suyariah,0,0,0
2020-05-02,Ar Ruqi,0,0,0
2020-05-02,As Sufairy,0,0,0
2020-05-02,Bqeeq,0,0,0
2020-05-02,Dahran,32,0,1
2020-05-02,Dammam,150,1,43
2020-05-02,Hafr Al Batin,0,0,0
2020-05-02,Hardh,0,0,0
2020-05-02,Hufof,55,0,18
2020-05-02,Jubail,156,0,0
2020-05-02,Khafji,0,0,0
2020-05-02,Khobar,66,0,3
2020-05-02,Mulayjah,0,0,0
2020-05-02,Nairyah,6,0,0
2020-05-02,Qaryat Al Ulya,7,0,0
2020-05-02,Qatif,5,0,2
2020-05-02,Ras Tanura,0,0,0
2020-05-02,Safwa,109,0,0
2020-05-02,Saihat,0,0,0
2020-05-02,Salwa,1,0,0
2020-05-02,Samodah,0,0,0
2020-05-02,Urayarah,0,0,0
2020-05-03,AL Oyoun,0,0,0
2020-05-03,Adh Dhibiyyah,0,0,0
2020-05-03,Al Batahaa,0,0,0
2020-05-03,Al Jafr,4,0,0
2020-05-03,Al Mubarraz,0,0,0
2020-05-03,Al Qaysomah,0,0,0
2020-05-03,Al Suyariah,0,0,0
2020-05-03,Ar Ruqi,0,0,0
2020-05-03,As Sufairy,0,0,0
2020-05-03,Bqeeq,1,0,0
2020-05-03,Dahran,4,0,0
2020-05-03,Dammam,261,0,21
2020-05-03,Hafr Al Batin,1,0,0
2020-05-03,Hardh,0,0,0
2020-05-03,Hufof,133,0,56
2020-05-03,Jubail,217,0,0
2020-05-03,Khafji,0,0,0
2020-05-03,Khobar,26,0,0
2020-05-03,Mulayjah,0,0,0
2020-05-03,Nairyah,8,0,0
2020-05-03,Qaryat Al Ulya,0,0,0
2020-05-03,Qatif,3,0,0
2020-05-03,Ras Tanura,1,0,1
2020-05-03,Safwa,13,0,0
2020-05-03,Saihat,0,0,0
2020-05-03,Salwa,0,0,0
2020-05-03,Samodah,0,0,0
2020-05-03,Urayarah,0,0,0
2020-05-04,AL Oyoun,0,0,0
2020-05-04,Adh Dhibiyyah,0,0,0
2020-05-04,Al Batahaa,0,0,0
2020-05-04,Al Jafr,0,0,0
2020-05-04,Al Mubarraz,0,0,0
2020-05-04,Al Qaysomah,0,0,0
2020-05-04,Al Suyariah,0,0,0
2020-05-04,Ar Ruqi,0,0,0
2020-05-04,As Sufairy,0,0,0
2020-05-04,Bqeeq,0,0,0
2020-05-04,Dahran,0,0,7
2020-05-04,Dammam,141,0,90
2020-05-04,Hafr Al Batin,0,0,0
2020-05-04,Hardh,0,0,0
2020-05-04,Hufof,101,0,41
2020-05-04,Jubail,120,0,16
2020-05-04,Khafji,0,0,0
2020-05-04,Khobar,89,0,0
2020-05-04,Mulayjah,0,0,0
2020-05-04,Nairyah,14,0,0
2020-05-04,Qaryat Al Ulya,12,0,0
2020-05-04,Qatif,0,0,0
2020-05-04,Ras Tanura,0,0,2
2020-05-04,Safwa,0,0,0
2020-05-04,Saihat,0,0,0
2020-05-04,Salwa,0,0,0
2020-05-04,Samodah,0,0,0
2020-05-04,Urayarah,0,0,0
2020-05-05,AL Oyoun,0,0,0
2020-05-05,Adh Dhibiyyah,0,0,0
2020-05-05,Al Batahaa,0,0,0
2020-05-05,Al Jafr,3,0,0
2020-05-05,Al Mubarraz,0,0,0
2020-05-05,Al Qaysomah,0,0,0
2020-05-05,Al Suyariah,0,0,0
2020-05-05,Ar Ruqi,0,0,0
2020-05-05,As Sufairy,0,0,0
2020-05-05,Bqeeq,0,0,0
2020-05-05,Dahran,4,0,3
2020-05-05,Dammam,84,0,56
2020-05-05,Hafr Al Batin,0,0,0
2020-05-05,Hardh,0,0,0
2020-05-05,Hufof,53,0,22
2020-05-05,Jubail,93,0,14
2020-05-05,Khafji,1,0,0
2020-05-05,Khobar,30,0,0
2020-05-05,Mulayjah,0,0,0
2020-05-05,Nairyah,0,0,0
2020-05-05,Qaryat Al Ulya,3,0,0
2020-05-05,Qatif,3,0,0
2020-05-05,Ras Tanura,0,0,0
2020-05-05,Safwa,0,0,0
2020-05-05,Saihat,0,0,0
2020-05-05,Salwa,1,0,0
2020-05-05,Samodah,0,0,0
2020-05-05,Urayarah,0,0,0
2020-05-06,AL Oyoun,0,0,0
2020-05-06,Adh Dhibiyyah,0,0,0
2020-05-06,Al Batahaa,0,0,0
2020-05-06,Al Jafr,1,0,0
2020-05-06,Al Mubarraz,0,0,0
2020-05-06,Al Qaysomah,0,0,0
2020-05-06,Al Suyariah,0,0,0
2020-05-06,Ar Ruqi,0,0,0
2020-05-06,As Sufairy,0,0,0
2020-05-06,Bqeeq,2,0,0
2020-05-06,Dahran,2,0,1
2020-05-06,Dammam,171,0,12
2020-05-06,Hafr Al Batin,6,0,0
2020-05-06,Hardh,0,0,0
2020-05-06,Hufof,40,0,21
2020-05-06,Jubail,48,0,1
2020-05-06,Khafji,0,0,0
2020-05-06,Khobar,120,1,0
2020-05-06,Mulayjah,0,0,0
2020-05-06,Nairyah,0,0,0
2020-05-06,Qaryat Al Ulya,0,0,0
2020-05-06,Qatif,40,0,1
2020-05-06,Ras Tanura,20,0,0
2020-05-06,Safwa,2,0,0
2020-05-06,Saihat,0,0,0
2020-05-06,Salwa,4,0,0
2020-05-06,Samodah,0,0,0
2020-05-06,Urayarah,0,0,0
2020-05-07,AL Oyoun,0,0,0
2020-05-07,Adh Dhibiyyah,0,0,0
2020-05-07,Al Batahaa,0,0,0
2020-05-07,Al Jafr,2,0,0
2020-05-07,Al Mubarraz,0,0,0
2020-05-07,Al Qaysomah,0,0,0
2020-05-07,Al Suyariah,0,0,0
2020-05-07,Ar Ruqi,0,0,0
2020-05-07,As Sufairy,0,0,0
2020-05-07,Bqeeq,2,0,0
2020-05-07,Dahran,1,0,0
2020-05-07,Dammam,130,0,17
2020-05-07,Hafr Al Batin,1,0,1
2020-05-07,Hardh,0,0,0
2020-05-07,Hufof,68,0,81
2020-05-07,Jubail,122,0,4
2020-05-07,Khafji,0,0,0
2020-05-07,Khobar,41,0,0
2020-05-07,Mulayjah,0,0,0
2020-05-07,Nairyah,1,0,0
2020-05-07,Qaryat Al Ulya,0,0,0
2020-05-07,Qatif,1,0,0
2020-05-07,Ras Tanura,0,0,0
2020-05-07,Safwa,3,0,0
2020-05-07,Saihat,0,0,0
2020-05-07,Salwa,0,0,0
2020-05-07,Samodah,0,0,0
2020-05-07,Urayarah,0,0,0
2020-05-08,AL Oyoun,0,0,0
2020-05-08,Adh Dhibiyyah,0,0,0
2020-05-08,Al Batahaa,0,0,0
2020-05-08,Al Jafr,1,0,1
2020-05-08,Al Mubarraz,0,0,0
2020-05-08,Al Qaysomah,0,0,0
2020-05-08,Al Suyariah,0,0,0
2020-05-08,Ar Ruqi,0,0,0
2020-05-08,As Sufairy,0,0,0
2020-05-08,Bqeeq,2,0,0
2020-05-08,Dahran,6,0,0
2020-05-08,Dammam,111,0,16
2020-05-08,Hafr Al Batin,0,0,0
2020-05-08,Hardh,0,0,0
2020-05-08,Hufof,23,0,48
2020-05-08,Jubail,67,1,26
2020-05-08,Khafji,2,0,0
2020-05-08,Khobar,54,0,23
2020-05-08,Mulayjah,3,0,0
2020-05-08,Nairyah,4,0,0
2020-05-08,Qaryat Al Ulya,0,0,0
2020-05-08,Qatif,15,0,4
2020-05-08,Ras Tanura,7,0,0
2020-05-08,Safwa,9,0,0
2020-05-08,Saihat,0,0,0
2020-05-08,Salwa,1,0,0
2020-05-08,Samodah,0,0,0
2020-05-08,Urayarah,0,0,0
2020-05-09,AL Oyoun,0,0,0
2020-05-09,Adh Dhibiyyah,0,0,0
2020-05-09,Al Batahaa,0,0,0
2020-05-09,Al Jafr,0,0,0
2020-05-09,Al Mubarraz,0,0,0
2020-05-09,Al Qaysomah,0,0,0
2020-05-09,Al Suyariah,0,0,0
2020-05-09,Ar Ruqi,0,0,0
2020-05-09,As Sufairy,0,0,0
2020-05-09,Bqeeq,0,0,0
2020-05-09,Dahran,8,0,24
2020-05-09,Dammam,104,0,128
2020-05-09,Hafr Al Batin,2,0,3
2020-05-09,Hardh,0,0,0
2020-05-09,Hufof,72,0,35
2020-05-09,Jubail,30,0,94
2020-05-09,Khafji,0,0,1
2020-05-09,Khobar,6,0,93
2020-05-09,Mulayjah,0,0,0
2020-05-09,Nairyah,0,0,0
2020-05-09,Qaryat Al Ulya,0,0,0
2020-05-09,Qatif,16,0,0
2020-05-09,Ras Tanura,0,0,0
2020-05-09,Safwa,0,0,0
2020-05-09,Saihat,0,0,0
2020-05-09,Salwa,0,0,0
2020-05-09,Samodah,0,0,0
2020-05-09,Urayarah,0,0,0
2020-05-10,AL Oyoun,0,0,0
2020-05-10,Adh Dhibiyyah,0,0,0
2020-05-10,Al Batahaa,0,0,0
2020-05-10,Al Jafr,0,0,3
2020-05-10,Al Mubarraz,0,0,0
2020-05-10,Al Qaysomah,0,0,0
2020-05-10,Al Suyariah,0,0,0
2020-05-10,Ar Ruqi,0,0,0
2020-05-10,As Sufairy,0,0,0
2020-05-10,Bqeeq,7,0,0
2020-05-10,Dahran,8,0,3
2020-05-10,Dammam,95,0,15
2020-05-10,Hafr Al Batin,1,0,0
2020-05-10,Hardh,0,0,0
2020-05-10,Hufof,137,0,182
2020-05-10,Jubail,49,0,3
2020-05-10,Khafji,0,0,0
2020-05-10,Khobar,60,0,1
2020-05-10,Mulayjah,0,0,0
2020-05-10,Nairyah,3,0,0
2020-05-10,Qaryat Al Ulya,0,0,0
2020-05-10,Qatif,23,0,0
2020-05-10,Ras Tanura,1,0,0
2020-05-10,Safwa,5,0,0
2020-05-10,Saihat,0,0,0
2020-05-10,Salwa,0,0,0
2020-05-10,Samodah,0,0,0
2020-05-10,Urayarah,0,0,0
2020-05-11,AL Oyoun,0,0,0
2020-05-11,Adh Dhibiyyah,0,0,0
2020-05-11,Al Batahaa,0,0,0
2020-05-11,Al Jafr,0,0,7
2020-05-11,Al Mubarraz,0,0,0
2020-05-11,Al Qaysomah,0,0,0
2020-05-11,Al Suyariah,0,0,0
2020-05-11,Ar Ruqi,0,0,0
2020-05-11,As Sufairy,0,0,0
2020-05-11,Bqeeq,1,0,0
2020-05-11,Dahran,18,0,2
2020-05-11,Dammam,78,0,435
2020-05-11,Hafr Al Batin,2,0,0
2020-05-11,Hardh,0,0,0
2020-05-11,Hufof,91,0,186
2020-05-11,Jubail,33,0,56
2020-05-11,Khafji,0,0,0
2020-05-11,Khobar,74,0,28
2020-05-11,Mulayjah,0,0,0
2020-05-11,Nairyah,0,0,0
2020-05-11,Qaryat Al Ulya,0,0,0
2020-05-11,Qatif,17,0,0
2020-05-11,Ras Tanura,0,0,0
2020-05-11,Safwa,3,0,0
2020-05-11,Saihat,0,0,0
2020-05-11,Salwa,0,0,0
2020-05-11,Samodah,0,0,0
2020-05-11,Urayarah,0,0,0
2020-05-12,AL Oyoun,0,0,0
2020-05-12,Adh Dhibiyyah,0,0,0
2020-05-12,Al Batahaa,0,0,0
2020-05-12,Al Jafr,3,0,0
2020-05-12,Al Mubarraz,0,0,0
2020-05-12,Al Qaysomah,0,0,0
2020-05-12,Al Suyariah,0,0,0
2020-05-12,Ar Ruqi,0,0,0
2020-05-12,As Sufairy,0,0,0
2020-05-12,Bqeeq,3,0,0
2020-05-12,Dahran,14,0,0
2020-05-12,Dammam,147,0,21
2020-05-12,Hafr Al Batin,0,0,0
2020-05-12,Hardh,0,0,0
2020-05-12,Hufof,67,0,35
2020-05-12,Jubail,52,0,0
2020-05-12,Khafji,2,0,0
2020-05-12,Khobar,47,0,0
2020-05-12,Mulayjah,0,0,0
2020-05-12,Nairyah,1,0,0
2020-05-12,Qaryat Al Ulya,2,0,0
2020-05-12,Qatif,3,0,0
2020-05-12,Ras Tanura,2,0,0
2020-05-12,Safwa,4,0,0
2020-05-12,Saihat,0,0,0
2020-05-12,Salwa,4,0,0
2020-05-12,Samodah,0,0,0
2020-05-12,Urayarah,0,0,0
2020-05-13,AL Oyoun,0,0,0
2020-05-13,Adh Dhibiyyah,0,0,0
2020-05-13,Al Batahaa,0,0,0
2020-05-13,Al Jafr,4,0,1
2020-05-13,Al Mubarraz,0,0,0
2020-05-13,Al Qaysomah,0,0,0
2020-05-13,Al Suyariah,0,0,0
2020-05-13,Ar Ruqi,0,0,0
2020-05-13,As Sufairy,0,0,0
2020-05-13,Bqeeq,0,0,1
2020-05-13,Dahran,3,0,0
2020-05-13,Dammam,93,0,78
2020-05-13,Hafr Al Batin,0,0,0
2020-05-13,Hardh,0,0,0
2020-05-13,Hufof,93,0,34
2020-05-13,Jubail,5,0,103
2020-05-13,Khafji,0,0,0
2020-05-13,Khobar,9,0,39
2020-05-13,Mulayjah,0,0,0
2020-05-13,Nairyah,0,0,0
2020-05-13,Qaryat Al Ulya,0,0,0
2020-05-13,Qatif,21,0,1
2020-05-13,Ras Tanura,5,0,0
2020-05-13,Safwa,11,0,0
2020-05-13,Saihat,0,0,0
2020-05-13,Salwa,0,0,0
2020-05-13,Samodah,0,0,0
2020-05-13,Urayarah,0,0,0
2020-05-14,AL Oyoun,0,0,0
2020-05-14,Adh Dhibiyyah,0,0,0
2020-05-14,Al Batahaa,0,0,0
2020-05-14,Al Jafr,0,0,2
2020-05-14,Al Mubarraz,0,0,0
2020-05-14,Al Qaysomah,0,0,0
2020-05-14,Al Suyariah,0,0,0
2020-05-14,Ar Ruqi,0,0,0
2020-05-14,As Sufairy,0,0,0
2020-05-14,Bqeeq,25,0,0
2020-05-14,Dahran,40,0,1
2020-05-14,Dammam,148,1,21
2020-05-14,Hafr Al Batin,2,0,1
2020-05-14,Hardh,0,0,0
2020-05-14,Hufof,128,0,357
2020-05-14,Jubail,56,0,75
2020-05-14,Khafji,0,0,0
2020-05-14,Khobar,30,0,50
2020-05-14,Mulayjah,0,0,0
2020-05-14,Nairyah,1,0,0
2020-05-14,Qaryat Al Ulya,2,0,0
2020-05-14,Qatif,13,0,0
2020-05-14,Ras Tanura,5,0,0
2020-05-14,Safwa,2,0,0
2020-05-14,Saihat,0,0,0
2020-05-14,Salwa,1,0,0
2020-05-14,Samodah,0,0,0
2020-05-14,Urayarah,0,0,0
2020-05-15,AL Oyoun,0,0,0
2020-05-15,Adh Dhibiyyah,0,0,0
2020-05-15,Al Batahaa,0,0,0
2020-05-15,Al Jafr,1,0,0
2020-05-15,Al Mubarraz,1,0,0
2020-05-15,Al Qaysomah,0,0,0
2020-05-15,Al Suyariah,0,0,0
2020-05-15,Ar Ruqi,0,0,0
2020-05-15,As Sufairy,0,0,0
2020-05-15,Bqeeq,13,0,16
2020-05-15,Dahran,15,0,0
2020-05-15,Dammam,180,0,57
2020-05-15,Hafr Al Batin,20,0,1
2020-05-15,Hardh,0,0,0
2020-05-15,Hufof,49,0,146
2020-05-15,Jubail,75,0,69
2020-05-15,Khafji,6,0,0
2020-05-15,Khobar,78,0,2
2020-05-15,Mulayjah,0,0,0
2020-05-15,Nairyah,9,0,0
2020-05-15,Qaryat Al Ulya,0,0,0
2020-05-15,Qatif,80,0,1
2020-05-15,Ras Tanura,3,0,0
2020-05-15,Safwa,5,0,0
2020-05-15,Saihat,0,0,0
2020-05-15,Salwa,0,0,0
2020-05-15,Samodah,0,0,0
2020-05-15,Urayarah,0,0,0
2020-05-16,AL Oyoun,0,0,0
2020-05-16,Adh Dhibiyyah,0,0,0
2020-05-16,Al Batahaa,0,0,0
2020-05-16,Al Jafr,0,0,0
2020-05-16,Al Mubarraz,0,0,0
2020-05-16,Al Qaysomah,0,0,0
2020-05-16,Al Suyariah,0,0,0
2020-05-16,Ar Ruqi,0,0,0
2020-05-16,As Sufairy,0,0,0
2020-05-16,Bqeeq,6,0,4
2020-05-16,Dahran,15,0,8
2020-05-16,Dammam,286,0,335
2020-05-16,Hafr Al Batin,4,0,0
2020-05-16,Hardh,0,0,0
2020-05-16,Hufof,149,0,147
2020-05-16,Jubail,149,0,73
2020-05-16,Khafji,0,0,1
2020-05-16,Khobar,51,0,38
2020-05-16,Mulayjah,0,0,0
2020-05-16,Nairyah,0,1,12
2020-05-16,Qaryat Al Ulya,0,0,1
2020-05-16,Qatif,24,0,21
2020-05-16,Ras Tanura,2,0,10
2020-05-16,Safwa,2,0,0
2020-05-16,Saihat,0,0,0
2020-05-16,Salwa,0,0,0
2020-05-16,Samodah,0,0,0
2020-05-16,Urayarah,0,0,0
2020-05-17,AL Oyoun,0,0,0
2020-05-17,Adh Dhibiyyah,0,0,0
2020-05-17,Al Batahaa,0,0,0
2020-05-17,Al Jafr,4,0,1
2020-05-17,Al Mubarraz,0,0,0
2020-05-17,Al Qaysomah,0,0,0
2020-05-17,Al Suyariah,0,0,0
2020-05-17,Ar Ruqi,0,0,0
2020-05-17,As Sufairy,0,0,0
2020-05-17,Bqeeq,10,0,0
2020-05-17,Dahran,34,0,0
2020-05-17,Dammam,174,1,60
2020-05-17,Hafr Al Batin,6,0,0
2020-05-17,Hardh,0,0,0
2020-05-17,Hufof,147,0,48
2020-05-17,Jubail,33,0,143
2020-05-17,Khafji,1,0,0
2020-05-17,Khobar,133,0,20
2020-05-17,Mulayjah,0,0,0
2020-05-17,Nairyah,1,0,9
2020-05-17,Qaryat Al Ulya,0,0,1
2020-05-17,Qatif,71,0,16
2020-05-17,Ras Tanura,2,0,3
2020-05-17,Safwa,0,0,0
2020-05-17,Saihat,0,0,0
2020-05-17,Salwa,0,0,0
2020-05-17,Samodah,0,0,0
2020-05-17,Urayarah,0,0,0
2020-05-18,AL Oyoun,0,0,0
2020-05-18,Adh Dhibiyyah,0,0,0
2020-05-18,Al Batahaa,0,0,0
2020-05-18,Al Jafr,4,0,1
2020-05-18,Al Mubarraz,3,0,0
2020-05-18,Al Qaysomah,0,0,0
2020-05-18,Al Suyariah,0,0,0
2020-05-18,Ar Ruqi,0,0,0
2020-05-18,As Sufairy,0,0,0
2020-05-18,Bqeeq,3,0,4
2020-05-18,Dahran,19,0,0
2020-05-18,Dammam,87,2,178
2020-05-18,Hafr Al Batin,1,0,0
2020-05-18,Hardh,0,0,0
2020-05-18,Hufof,117,0,161
2020-05-18,Jubail,36,0,85
2020-05-18,Khafji,0,0,0
2020-05-18,Khobar,37,0,63
2020-05-18,Mulayjah,0,0,0
2020-05-18,Nairyah,2,0,3
2020-05-18,Qaryat Al Ulya,0,0,0
2020-05-18,Qatif,16,0,7
2020-05-18,Ras Tanura,4,0,9
2020-05-18,Safwa,0,0,0
2020-05-18,Saihat,0,0,0
2020-05-18,Salwa,0,0,0
2020-05-18,Samodah,0,0,0
2020-05-18,Urayarah,0,0,0
2020-05-19,AL Oyoun,1,0,0
2020-05-19,Adh Dhibiyyah,0,0,0
2020-05-19,Al Batahaa,0,0,0
