Date,City,Cases,Mortalities,Recoveries
2020-03-29,Urayarah,0,0,0
2020-03-30,AL Oyoun,0,0,0
2020-03-30,Adh Dhibiyyah,0,0,0
2020-03-30,Al Batahaa,0,0,0
2020-03-30,Al Jafr,0,0,0
2020-03-30,Al Mubarraz,0,0,0
2020-03-30,Al Qaysomah,0,0,0
2020-03-30,Al Suyariah,0,0,0
2020-03-30,Ar Ruqi,0,0,0
2020-03-30,As Sufairy,0,0,0
2020-03-30,Bqeeq,0,0,0
2020-03-30,Dahran,1,0,0
2020-03-30,Dammam,34,0,0
2020-03-30,Hafr Al Batin,0,0,0
2020-03-30,Hardh,0,0,0
2020-03-30,Hufof,6,0,1
2020-03-30,Jubail,0,0,0
2020-03-30,Khafji,0,0,0
2020-03-30,Khobar,6,0,0
2020-03-30,Mulayjah,0,0,0
2020-03-30,Nairyah,0,0,0
2020-03-30,Qaryat Al Ulya,0,0,0
2020-03-30,Qatif,5,0,0
2020-03-30,Ras Tanura,0,0,0
2020-03-30,Safwa,0,0,0
2020-03-30,Saihat,0,0,0
2020-03-30,Salwa,0,0,0
2020-03-30,Samodah,0,0,0
2020-03-30,Urayarah,0,0,0
2020-03-31,AL Oyoun,0,0,0
2020-03-31,Adh Dhibiyyah,0,0,0
2020-03-31,Al Batahaa,0,0,0
2020-03-31,Al Jafr,0,0,0
2020-03-31,Al Mubarraz,0,0,0
2020-03-31,Al Qaysomah,0,0,0
2020-03-31,Al Suyariah,0,0,0
2020-03-31,Ar Ruqi,0,0,0
2020-03-31,As Sufairy,0,0,0
2020-03-31,Bqeeq,0,0,0
2020-03-31,Dahran,2,0,0
2020-03-31,Dammam,3,0,1
2020-03-31,Hafr Al Batin,0,0,0
2020-03-31,Hardh,0,0,0
2020-03-31,Hufof,2,0,0
2020-03-31,Jubail,0,0,0
2020-03-31,Khafji,1,0,0
2020-03-31,Khobar,4,0,1
2020-03-31,Mulayjah,0,0,0
2020-03-31,Nairyah,0,0,0
2020-03-31,Qaryat Al Ulya,0,0,0
2020-03-31,Qatif,7,0,1
2020-03-31,Ras Tanura,1,0,0
2020-03-31,Safwa,0,0,0
2020-03-31,Saihat,0,0,0
2020-03-31,Salwa,0,0,0
2020-03-31,Samodah,0,0,0
2020-03-31,Urayarah,0,0,0
2020-04-01,AL Oyoun,0,0,0
2020-04-01,Adh Dhibiyyah,0,0,0
2020-04-01,Al Batahaa,0,0,0
2020-04-01,Al Jafr,0,0,0
2020-04-01,Al Mubarraz,2,0,0
2020-04-01,Al Qaysomah,0,0,0
2020-04-01,Al Suyariah,0,0,0
2020-04-01,Ar Ruqi,0,0,0
2020-04-01,As Sufairy,0,0,0
2020-04-01,Bqeeq,0,0,0
2020-04-01,Dahran,0,0,0
2020-04-01,Dammam,0,0,13
2020-04-01,Hafr Al Batin,0,0,0
2020-04-01,Hardh,0,0,0
2020-04-01,Hufof,1,0,0
2020-04-01,Jubail,0,0,0
2020-04-01,Khafji,0,0,0
2020-04-01,Khobar,0,0,0
2020-04-01,Mulayjah,0,0,0
2020-04-01,Nairyah,0,0,0
2020-04-01,Qaryat Al Ulya,0,0,0
2020-04-01,Qatif,6,0,0
2020-04-01,Ras Tanura,0,0,0
2020-04-01,Safwa,0,0,0
2020-04-01,Saihat,0,0,0
2020-04-01,Salwa,0,0,0
2020-04-01,Samodah,0,0,0
2020-04-01,Urayarah,0,0,0
2020-04-02,AL Oyoun,0,0,0
2020-04-02,Adh Dhibiyyah,0,0,0
2020-04-02,Al Batahaa,0,0,0
2020-04-02,Al Jafr,0,0,0
2020-04-02,Al Mubarraz,0,0,0
2020-04-02,Al Qaysomah,0,0,0
2020-04-02,Al Suyariah,0,0,0
2020-04-02,Ar Ruqi,0,0,0
2020-04-02,As Sufairy,0,0,0
2020-04-02,Bqeeq,0,0,0
2020-04-02,Dahran,4,0,0
2020-04-02,Dammam,4,1,8
2020-04-02,Hafr Al Batin,0,0,0
2020-04-02,Hardh,0,0,0
2020-04-02,Hufof,0,0,0
2020-04-02,Jubail,0,0,0
2020-04-02,Khafji,9,0,0
2020-04-02,Khobar,1,0,0
2020-04-02,Mulayjah,0,0,0
2020-04-02,Nairyah,0,0,0
2020-04-02,Qaryat Al Ulya,0,0,0
2020-04-02,Qatif,5,0,0
2020-04-02,Ras Tanura,1,0,0
2020-04-02,Safwa,0,0,0
2020-04-02,Saihat,0,0,0
2020-04-02,Salwa,0,0,0
2020-04-02,Samodah,0,0,0
2020-04-02,Urayarah,0,0,0
2020-04-03,AL Oyoun,0,0,0
2020-04-03,Adh Dhibiyyah,0,0,0
2020-04-03,Al Batahaa,0,0,0
2020-04-03,Al Jafr,0,0,0
2020-04-03,Al Mubarraz,0,0,0
2020-04-03,Al Qaysomah,0,0,0
2020-04-03,Al Suyariah,0,0,0
2020-04-03,Ar Ruqi,0,0,0
2020-04-03,As Sufairy,0,0,0
2020-04-03,Bqeeq,0,0,0
2020-04-03,Dahran,2,0,0
2020-04-03,Dammam,1,0,1
2020-04-03,Hafr Al Batin,0,0,0
2020-04-03,Hardh,0,0,0
2020-04-03,Hufof,4,0,1
2020-04-03,Jubail,0,0,0
2020-04-03,Khafji,2,0,0
2020-04-03,Khobar,3,0,0
2020-04-03,Mulayjah,0,0,0
2020-04-03,Nairyah,0,0,1
2020-04-03,Qaryat Al Ulya,0,0,0
2020-04-03,Qatif,6,0,1
2020-04-03,Ras Tanura,1,0,0
2020-04-03,Safwa,0,0,0
2020-04-03,Saihat,0,0,0
2020-04-03,Salwa,0,0,0
2020-04-03,Samodah,0,0,0
2020-04-03,Urayarah,0,0,0
2020-04-04,AL Oyoun,0,0,0
2020-04-04,Adh Dhibiyyah,0,0,0
2020-04-04,Al Batahaa,0,0,0
2020-04-04,Al Jafr,0,0,0
2020-04-04,Al Mubarraz,0,0,0
2020-04-04,Al Qaysomah,0,0,0
2020-04-04,Al Suyariah,0,0,0
2020-04-04,Ar Ruqi,0,0,0
2020-04-04,As Sufairy,0,0,0
2020-04-04,Bqeeq,0,0,0
2020-04-04,Dahran,2,0,0
2020-04-04,Dammam,2,0,4
2020-04-04,Hafr Al Batin,0,0,0
2020-04-04,Hardh,0,0,0
2020-04-04,Hufof,15,0,0
2020-04-04,Jubail,1,0,0
2020-04-04,Khafji,0,0,0
2020-04-04,Khobar,4,0,0
2020-04-04,Mulayjah,0,0,0
2020-04-04,Nairyah,0,0,0
2020-04-04,Qaryat Al Ulya,0,0,0
2020-04-04,Qatif,8,0,0
2020-04-04,Ras Tanura,0,0,0
2020-04-04,Safwa,0,0,0
2020-04-04,Saihat,0,0,0
2020-04-04,Salwa,0,0,0
2020-04-04,Samodah,0,0,0
2020-04-04,Urayarah,0,0,0
2020-04-05,AL Oyoun,0,0,0
2020-04-05,Adh Dhibiyyah,0,0,0
2020-04-05,Al Batahaa,0,0,0
2020-04-05,Al Jafr,0,0,0
2020-04-05,Al Mubarraz,0,0,0
2020-04-05,Al Qaysomah,0,0,0
2020-04-05,Al Suyariah,0,0,0
2020-04-05,Ar Ruqi,0,0,0
2020-04-05,As Sufairy,0,0,0
2020-04-05,Bqeeq,0,0,0
2020-04-05,Dahran,6,0,0
2020-04-05,Dammam,7,0,2
2020-04-05,Hafr Al Batin,0,0,0
2020-04-05,Hardh,0,0,0
2020-04-05,Hufof,2,0,0
2020-04-05,Jubail,0,0,0
2020-04-05,Khafji,2,0,0
2020-04-05,Khobar,4,0,0
2020-04-05,Mulayjah,0,0,0
2020-04-05,Nairyah,0,0,0
2020-04-05,Qaryat Al Ulya,0,0,0
2020-04-05,Qatif,7,0,2
2020-04-05,Ras Tanura,1,0,0
2020-04-05,Safwa,0,0,0
2020-04-05,Saihat,0,0,0
2020-04-05,Salwa,0,0,0
2020-04-05,Samodah,0,0,0
2020-04-05,Urayarah,0,0,0
2020-04-06,AL Oyoun,0,0,0
2020-04-06,Adh Dhibiyyah,0,0,0
2020-04-06,Al Batahaa,0,0,0
2020-04-06,Al Jafr,0,0,0
2020-04-06,Al Mubarraz,0,0,0
2020-04-06,Al Qaysomah,0,0,0
2020-04-06,Al Suyariah,0,0,0
2020-04-06,Ar Ruqi,0,0,0
2020-04-06,As Sufairy,0,0,0
2020-04-06,Bqeeq,0,0,0
2020-04-06,Dahran,3,0,0
2020-04-06,Dammam,3,0,2
2020-04-06,Hafr Al Batin,0,0,0
2020-04-06,Hardh,0,0,0
2020-04-06,Hufof,0,0,0
2020-04-06,Jubail,2,0,0
2020-04-06,Khafji,0,0,0
2020-04-06,Khobar,0,1,0
2020-04-06,Mulayjah,0,0,0
2020-04-06,Nairyah,0,0,0
2020-04-06,Qaryat Al Ulya,0,0,0
2020-04-06,Qatif,13,0,2
2020-04-06,Ras Tanura,0,0,0
2020-04-06,Safwa,0,0,0
2020-04-06,Saihat,0,0,0
2020-04-06,Salwa,0,0,0
2020-04-06,Samodah,0,0,0
2020-04-06,Urayarah,0,0,0
2020-04-07,AL Oyoun,0,0,0
2020-04-07,Adh Dhibiyyah,0,0,0
2020-04-07,Al Batahaa,0,0,0
2020-04-07,Al Jafr,0,0,0
2020-04-07,Al Mubarraz,0,0,0
2020-04-07,Al Qaysomah,0,0,0
2020-04-07,Al Suyariah,0,0,0
2020-04-07,Ar Ruqi,0,0,0
2020-04-07,As Sufairy,0,0,0
2020-04-07,Bqeeq,0,0,0
2020-04-07,Dahran,0,0,6
2020-04-07,Dammam,10,0,0
2020-04-07,Hafr Al Batin,0,0,0
2020-04-07,Hardh,0,0,0
2020-04-07,Hufof,4,1,1
2020-04-07,Jubail,0,0,0
2020-04-07,Khafji,0,0,0
2020-04-07,Khobar,2,0,0
2020-04-07,Mulayjah,0,0,0
2020-04-07,Nairyah,0,0,0
2020-04-07,Qaryat Al Ulya,0,0,0
2020-04-07,Qatif,13,0,10
2020-04-07,Ras Tanura,2,0,0
2020-04-07,Safwa,0,0,0
2020-04-07,Saihat,0,0,0
2020-04-07,Salwa,0,0,0
2020-04-07,Samodah,0,0,0
2020-04-07,Urayarah,0,0,0
2020-04-08,AL Oyoun,0,0,0
2020-04-08,Adh Dhibiyyah,0,0,0
2020-04-08,Al Batahaa,0,0,0
2020-04-08,Al Jafr,0,0,0
2020-04-08,Al Mubarraz,0,0,0
2020-04-08,Al Qaysomah,0,0,0
2020-04-08,Al Suyariah,0,0,0
2020-04-08,Ar Ruqi,0,0,0
2020-04-08,As Sufairy,0,0,0
2020-04-08,Bqeeq,0,0,0
2020-04-08,Dahran,0,0,0
2020-04-08,Dammam,0,0,0
2020-04-08,Hafr Al Batin,0,0,0
2020-04-08,Hardh,0,0,0
2020-04-08,Hufof,2,1,2
2020-04-08,Jubail,0,1,0
2020-04-08,Khafji,0,0,0
2020-04-08,Khobar,0,0,0
2020-04-08,Mulayjah,0,0,0
2020-04-08,Nairyah,0,0,0
2020-04-08,Qaryat Al Ulya,0,0,0
2020-04-08,Qatif,10,0,0
2020-04-08,Ras Tanura,0,0,0
2020-04-08,Safwa,0,0,0
2020-04-08,Saihat,0,0,0
2020-04-08,Salwa,0,0,0
2020-04-08,Samodah,0,0,0
2020-04-08,Urayarah,0,0,0
2020-04-09,AL Oyoun,0,0,0
2020-04-09,Adh Dhibiyyah,0,0,0
2020-04-09,Al Batahaa,0,0,0
2020-04-09,Al Jafr,0,0,0
2020-04-09,Al Mubarraz,0,0,0
2020-04-09,Al Qaysomah,0,0,0
2020-04-09,Al Suyariah,0,0,0
2020-04-09,Ar Ruqi,0,0,0
2020-04-09,As Sufairy,0,0,0
2020-04-09,Bqeeq,0,0,0
2020-04-09,Dahran,2,0,0
2020-04-09,Dammam,6,0,2
2020-04-09,Hafr Al Batin,0,0,0
2020-04-09,Hardh,0,0,0
2020-04-09,Hufof,5,0,0
2020-04-09,Jubail,1,0,1
2020-04-09,Khafji,0,0,0
2020-04-09,Khobar,0,0,1
2020-04-09,Mulayjah,0,0,0
2020-04-09,Nairyah,0,0,0
2020-04-09,Qaryat Al Ulya,0,0,0
2020-04-09,Qatif,12,0,3
2020-04-09,Ras Tanura,1,0,0
2020-04-09,Safwa,0,0,0
2020-04-09,Saihat,0,0,0
2020-04-09,Salwa,0,0,0
2020-04-09,Samodah,0,0,0
2020-04-09,Urayarah,0,0,0
2020-04-10,AL Oyoun,0,0,0
2020-04-10,Adh Dhibiyyah,0,0,0
2020-04-10,Al Batahaa,0,0,0
2020-04-10,Al Jafr,0,0,0
2020-04-10,Al Mubarraz,0,0,0
2020-04-10,Al Qaysomah,0,0,0
2020-04-10,Al Suyariah,0,0,0
2020-04-10,Ar Ruqi,0,0,0
2020-04-10,As Sufairy,0,0,0
2020-04-10,Bqeeq,0,0,0
2020-04-10,Dahran,0,0,0
2020-04-10,Dammam,15,0,4
2020-04-10,Hafr Al Batin,0,0,0
2020-04-10,Hardh,0,0,0
2020-04-10,Hufof,3,0,1
2020-04-10,Jubail,0,0,0
2020-04-10,Khafji,0,0,0
2020-04-10,Khobar,1,0,0
2020-04-10,Mulayjah,0,0,0
2020-04-10,Nairyah,0,0,0
2020-04-10,Qaryat Al Ulya,0,0,0
2020-04-10,Qatif,0,0,2
2020-04-10,Ras Tanura,0,0,0
2020-04-10,Safwa,0,0,0
2020-04-10,Saihat,0,0,0
2020-04-10,Salwa,0,0,0
2020-04-10,Samodah,0,0,0
2020-04-10,Urayarah,0,0,0
2020-04-11,AL Oyoun,0,0,0
2020-04-11,Adh Dhibiyyah,0,0,0
2020-04-11,Al Batahaa,0,0,0
2020-04-11,Al Jafr,0,0,0
2020-04-11,Al Mubarraz,0,0,0
2020-04-11,Al Qaysomah,0,0,0
2020-04-11,Al Suyariah,0,0,0
2020-04-11,Ar Ruqi,0,0,0
2020-04-11,As Sufairy,0,0,0
2020-04-11,Bqeeq,0,0,0
2020-04-11,Dahran,0,0,2
2020-04-11,Dammam,10,0,0
2020-04-11,Hafr Al Batin,0,0,0
2020-04-11,Hardh,0,0,0
2020-04-11,Hufof,0,1,0
2020-04-11,Jubail,0,0,0
2020-04-11,Khafji,0,0,0
2020-04-11,Khobar,0,0,4
2020-04-11,Mulayjah,0,0,0
2020-04-11,Nairyah,0,0,0
2020-04-11,Qaryat Al Ulya,0,0,0
2020-04-11,Qatif,3,0,10
2020-04-11,Ras Tanura,0,0,0
2020-04-11,Safwa,0,0,0
2020-04-11,Saihat,0,0,0
2020-04-11,Salwa,0,0,0
2020-04-11,Samodah,0,0,0
2020-04-11,Urayarah,0,0,0
2020-04-12,AL Oyoun,0,0,0
2020-04-12,Adh Dhibiyyah,0,0,0
2020-04-12,Al Batahaa,0,0,0
2020-04-12,Al Jafr,0,0,0
2020-04-12,Al Mubarraz,0,0,0
2020-04-12,Al Qaysomah,0,0,0
2020-04-12,Al Suyariah,0,0,0
2020-04-12,Ar Ruqi,0,0,0
2020-04-12,As Sufairy,0,0,0
2020-04-12,Bqeeq,0,0,0
2020-04-12,Dahran,1,0,0
2020-04-12,Dammam,0,0,0
2020-04-12,Hafr Al Batin,0,0,0
2020-04-12,Hardh,0,0,0
2020-04-12,Hufof,7,0,0
2020-04-12,Jubail,0,0,0
2020-04-12,Khafji,0,0,0
2020-04-12,Khobar,0,0,0
2020-04-12,Mulayjah,0,0,0
2020-04-12,Nairyah,0,0,0
2020-04-12,Qaryat Al Ulya,0,0,0
2020-04-12,Qatif,0,1,20
2020-04-12,Ras Tanura,0,0,0
2020-04-12,Safwa,0,0,0
2020-04-12,Saihat,0,0,0
2020-04-12,Salwa,0,0,0
2020-04-12,Samodah,0,0,0
2020-04-12,Urayarah,0,0,0
2020-04-13,AL Oyoun,0,0,0
2020-04-13,Adh Dhibiyyah,0,0,0
2020-04-13,Al Batahaa,0,0,0
2020-04-13,Al Jafr,0,0,0
2020-04-13,Al Mubarraz,0,0,0
2020-04-13,Al Qaysomah,0,0,0
2020-04-13,Al Suyariah,0,0,0
2020-04-13,Ar Ruqi,0,0,0
2020-04-13,As Sufairy,0,0,0
2020-04-13,Bqeeq,0,0,0
2020-04-13,Dahran,7,0,0
2020-04-13,Dammam,69,0,2
2020-04-13,Hafr Al Batin,0,0,1
2020-04-13,Hardh,0,0,0
2020-04-13,Hufof,16,0,0
2020-04-13,Jubail,0,0,0
2020-04-13,Khafji,0,0,0
2020-04-13,Khobar,1,0,0
2020-04-13,Mulayjah,0,0,0
2020-04-13,Nairyah,0,0,0
2020-04-13,Qaryat Al Ulya,0,0,0
2020-04-13,Qatif,0,0,3
2020-04-13,Ras Tanura,0,0,0
2020-04-13,Safwa,0,0,0
2020-04-13,Saihat,0,0,0
2020-04-13,Salwa,0,0,0
2020-04-13,Samodah,0,0,0
2020-04-13,Urayarah,0,0,0
2020-04-14,AL Oyoun,0,0,0
2020-04-14,Adh Dhibiyyah,0,0,0
2020-04-14,Al Batahaa,0,0,0
2020-04-14,Al Jafr,0,0,0
2020-04-14,Al Mubarraz,0,0,0
2020-04-14,Al Qaysomah,0,0,0
2020-04-14,Al Suyariah,0,0,0
2020-04-14,Ar Ruqi,0,0,0
2020-04-14,As Sufairy,0,0,0
2020-04-14,Bqeeq,0,0,0
2020-04-14,Dahran,1,0,0
2020-04-14,Dammam,84,0,0
2020-04-14,Hafr Al Batin,0,0,0
2020-04-14,Hardh,0,0,0
2020-04-14,Hufof,86,0,1
2020-04-14,Jubail,6,0,0
2020-04-14,Khafji,0,0,0
2020-04-14,Khobar,1,0,0
2020-04-14,Mulayjah,0,0,0
2020-04-14,Nairyah,0,0,0
2020-04-14,Qaryat Al Ulya,0,0,0
2020-04-14,Qatif,4,0,0
2020-04-14,Ras Tanura,2,0,0
2020-04-14,Safwa,0,0,0
2020-04-14,Saihat,0,0,0
2020-04-14,Salwa,0,0,0
2020-04-14,Samodah,0,0,0
2020-04-14,Urayarah,0,0,0
2020-04-15,AL Oyoun,0,0,0
2020-04-15,Adh Dhibiyyah,0,0,0
2020-04-15,Al Batahaa,0,0,0
2020-04-15,Al Jafr,1,0,0
2020-04-15,Al Mubarraz,0,0,0
2020-04-15,Al Qaysomah,0,0,0
2020-04-15,Al Suyariah,0,0,0
2020-04-15,Ar Ruqi,0,0,0
2020-04-15,As Sufairy,0,0,0
2020-04-15,Bqeeq,0,0,0
2020-04-15,Dahran,1,0,4
2020-04-15,Dammam,38,0,5
2020-04-15,Hafr Al Batin,0,0,0
2020-04-15,Hardh,0,0,0
2020-04-15,Hufof,1,0,1
2020-04-15,Jubail,4,0,0
2020-04-15,Khafji,0,0,0
2020-04-15,Khobar,1,0,1
2020-04-15,Mulayjah,0,0,0
2020-04-15,Nairyah,0,0,0
2020-04-15,Qaryat Al Ulya,0,0,0
2020-04-15,Qatif,5,0,8
2020-04-15,Ras Tanura,3,0,2
2020-04-15,Safwa,0,0,0
2020-04-15,Saihat,0,0,0
2020-04-15,Salwa,0,0,0
2020-04-15,Samodah,0,0,0
2020-04-15,Urayarah,0,0,0
2020-04-16,AL Oyoun,0,0,0
2020-04-16,Adh Dhibiyyah,0,0,0
2020-04-16,Al Batahaa,0,0,0
2020-04-16,Al Jafr,0,0,0
2020-04-16,Al Mubarraz,0,0,0
2020-04-16,Al Qaysomah,0,0,0
2020-04-16,Al Suyariah,0,0,0
2020-04-16,Ar Ruqi,0,0,0
2020-04-16,As Sufairy,0,0,0
2020-04-16,Bqeeq,0,0,0
2020-04-16,Dahran,0,0,9
2020-04-16,Dammam,18,0,1
2020-04-16,Hafr Al Batin,0,0,0
2020-04-16,Hardh,0,0,0
2020-04-16,Hufof,35,0,6
2020-04-16,Jubail,4,0,0
2020-04-16,Khafji,0,0,0
2020-04-16,Khobar,2,0,0
2020-04-16,Mulayjah,0,0,0
2020-04-16,Nairyah,0,0,0
2020-04-16,Qaryat Al Ulya,0,0,0
2020-04-16,Qatif,0,0,2
2020-04-16,Ras Tanura,1,0,0
2020-04-16,Safwa,0,0,0
2020-04-16,Saihat,0,0,0
2020-04-16,Salwa,0,0,0
2020-04-16,Samodah,0,0,0
2020-04-16,Urayarah,0,0,0
2020-04-17,AL Oyoun,0,0,0
2020-04-17,Adh Dhibiyyah,0,0,0
2020-04-17,Al Batahaa,0,0,0
2020-04-17,Al Jafr,1,0,0
2020-04-17,Al Mubarraz,0,0,0
2020-04-17,Al Qaysomah,0,0,0
2020-04-17,Al Suyariah,0,0,0
2020-04-17,Ar Ruqi,0,0,0
2020-04-17,As Sufairy,0,0,0
2020-04-17,Bqeeq,0,0,0
2020-04-17,Dahran,2,0,0
2020-04-17,Dammam,88,0,6
2020-04-17,Hafr Al Batin,0,0,0
2020-04-17,Hardh,0,0,0
2020-04-17,Hufof,6,0,5
2020-04-17,Jubail,27,0,0
2020-04-17,Khafji,0,0,0
2020-04-17,Khobar,4,0,0
2020-04-17,Mulayjah,0,0,0
2020-04-17,Nairyah,0,0,0
2020-04-17,Qaryat Al Ulya,0,0,0
2020-04-17,Qatif,0,0,3
2020-04-17,Ras Tanura,0,0,0
2020-04-17,Safwa,0,0,0
2020-04-17,Saihat,0,0,0
2020-04-17,Salwa,0,0,0
2020-04-17,Samodah,0,0,0
2020-04-17,Urayarah,0,0,0
2020-04-18,AL Oyoun,0,0,0
2020-04-18,Adh Dhibiyyah,0,0,0
2020-04-18,Al Batahaa,0,0,0
2020-04-18,Al Jafr,0,0,0
2020-04-18,Al Mubarraz,0,0,0
2020-04-18,Al Qaysomah,0,0,0
2020-04-18,Al Suyariah,0,0,0
2020-04-18,Ar Ruqi,0,0,0
2020-04-18,As Sufairy,0,0,0
2020-04-18,Bqeeq,0,0,0
2020-04-18,Dahran,4,0,0
2020-04-18,Dammam,194,0,13
2020-04-18,Hafr Al Batin,0,0,0
2020-04-18,Hardh,0,0,0
2020-04-18,Hufof,123,0,0
2020-04-18,Jubail,3,0,1
2020-04-18,Khafji,0,0,0
2020-04-18,Khobar,0,0,1
2020-04-18,Mulayjah,0,0,0
2020-04-18,Nairyah,0,0,0
2020-04-18,Qaryat Al Ulya,0,0,0
2020-04-18,Qatif,0,0,18
2020-04-18,Ras Tanura,3,0,2
2020-04-18,Safwa,0,0,0
2020-04-18,Saihat,0,0,0
2020-04-18,Salwa,0,0,0
2020-04-18,Samodah,0,0,0
2020-04-18,Urayarah,0,0,0
2020-04-19,AL Oyoun,0,0,0
2020-04-19,Adh Dhibiyyah,0,0,0
2020-04-19,Al Batahaa,0,0,0
2020-04-19,Al Jafr,0,0,0
2020-04-19,Al Mubarraz,0,0,0
2020-04-19,Al Qaysomah,0,0,0
2020-04-19,Al Suyariah,0,0,0
2020-04-19,Ar Ruqi,0,0,0
2020-04-19,As Sufairy,0,0,0
2020-04-19,Bqeeq,0,0,0
2020-04-19,Dahran,0,0,0
2020-04-19,Dammam,78,0,3
2020-04-19,Hafr Al Batin,0,0,0
2020-04-19,Hardh,0,0,0
2020-04-19,Hufof,63,0,0
2020-04-19,Jubail,39,0,0
2020-04-19,Khafji,0,0,0
2020-04-19,Khobar,5,0,0
2020-04-19,Mulayjah,0,0,0
2020-04-19,Nairyah,0,0,0
2020-04-19,Qaryat Al Ulya,0,0,0
2020-04-19,Qatif,0,0,3
2020-04-19,Ras Tanura,0,0,0
2020-04-19,Safwa,0,0,0
2020-04-19,Saihat,0,0,0
2020-04-19,Salwa,0,0,0
2020-04-19,Samodah,0,0,0
2020-04-19,Urayarah,0,0,0
2020-04-20,AL Oyoun,0,0,0
2020-04-20,Adh Dhibiyyah,0,0,0
2020-04-20,Al Batahaa,0,0,0
2020-04-20,Al Jafr,0,0,0
2020-04-20,Al Mubarraz,0,0,0
2020-04-20,Al Qaysomah,0,0,0
2020-04-20,Al Suyariah,0,0,0
2020-04-20,Ar Ruqi,0,0,0
2020-04-20,As Sufairy,0,0,0
2020-04-20,Bqeeq,0,0,0
2020-04-20,Dahran,2,0,1
2020-04-20,Dammam,5,0,13
2020-04-20,Hafr Al Batin,0,0,0
2020-04-20,Hardh,0,0,0
2020-04-20,Hufof,138,0,3
2020-04-20,Jubail,12,0,0
2020-04-20,Khafji,0,0,0
2020-04-20,Khobar,0,0,9
2020-04-20,Mulayjah,0,0,0
2020-04-20,Nairyah,0,0,0
2020-04-20,Qaryat Al Ulya,0,0,0
2020-04-20,Qatif,0,0,27
2020-04-20,Ras Tanura,0,0,1
2020-04-20,Safwa,0,0,0
2020-04-20,Saihat,0,0,0
2020-04-20,Salwa,0,0,0
2020-04-20,Samodah,0,0,0
2020-04-20,Urayarah,0,0,0
2020-04-21,AL Oyoun,0,0,0
2020-04-21,Adh Dhibiyyah,0,0,0
2020-04-21,Al Batahaa,0,0,0
2020-04-21,Al Jafr,1,0,0
2020-04-21,Al Mubarraz,0,0,0
2020-04-21,Al Qaysomah,0,0,0
2020-04-21,Al Suyariah,0,0,0
2020-04-21,Ar Ruqi,0,0,0
2020-04-21,As Sufairy,0,0,0
2020-04-21,Bqeeq,0,0,0
2020-04-21,Dahran,26,0,3
2020-04-21,Dammam,61,0,25
2020-04-21,Hafr Al Batin,0,0,0
2020-04-21,Hardh,0,0,0
2020-04-21,Hufof,240,0,0
2020-04-21,Jubail,0,0,1
2020-04-21,Khafji,0,0,0
2020-04-21,Khobar,0,0,5
2020-04-21,Mulayjah,0,0,0
2020-04-21,Nairyah,0,0,0
2020-04-21,Qaryat Al Ulya,0,0,0
2020-04-21,Qatif,0,0,27
2020-04-21,Ras Tanura,0,0,1
2020-04-21,Safwa,0,0,0
2020-04-21,Saihat,0,0,0
2020-04-21,Salwa,0,0,0
2020-04-21,Samodah,0,0,0
2020-04-21,Urayarah,0,0,0
2020-04-22,AL Oyoun,0,0,0
2020-04-22,Adh Dhibiyyah,0,0,0
2020-04-22,Al Batahaa,0,0,0
2020-04-22,Al Jafr,0,0,0
2020-04-22,Al Mubarraz,0,0,0
2020-04-22,Al Qaysomah,0,0,0
2020-04-22,Al Suyariah,0,0,0
2020-04-22,Ar Ruqi,0,0,0
2020-04-22,As Sufairy,0,0,0
2020-04-22,Bqeeq,0,0,0
2020-04-22,Dahran,1,0,3
2020-04-22,Dammam,43,0,13
2020-04-22,Hafr Al Batin,1,0,0
2020-04-22,Hardh,0,0,0
2020-04-22,Hufof,78,0,3
2020-04-22,Jubail,40,0,2
2020-04-22,Khafji,0,0,8
2020-04-22,Khobar,28,0,7
2020-04-22,Mulayjah,0,0,0
2020-04-22,Nairyah,0,0,0
2020-04-22,Qaryat Al Ulya,0,0,0
2020-04-22,Qatif,1,0,19
2020-04-22,Ras Tanura,0,0,0
2020-04-22,Safwa,0,0,0
2020-04-22,Saihat,0,0,0
2020-04-22,Salwa,0,0,0
2020-04-22,Samodah,0,0,0
2020-04-22,Urayarah,0,0,0
2020-04-23,AL Oyoun,0,0,0
2020-04-23,Adh Dhibiyyah,0,0,0
2020-04-23,Al Batahaa,0,0,0
2020-04-23,Al Jafr,0,0,0
2020-04-23,Al Mubarraz,0,0,0
2020-04-23,Al Qaysomah,0,0,0
2020-04-23,Al Suyariah,0,0,0
2020-04-23,Ar Ruqi,0,0,0
2020-04-23,As Sufairy,0,0,0
2020-04-23,Bqeeq,2,0,0
2020-04-23,Dahran,0,0,0
2020-04-23,Dammam,46,0,4
2020-04-23,Hafr Al Batin,13,0,0
2020-04-23,Hardh,0,0,0
2020-04-23,Hufof,40,0,0
2020-04-23,Jubail,45,0,1
2020-04-23,Khafji,0,0,0
2020-04-23,Khobar,30,0,3
2020-04-23,Mulayjah,0,0,0
2020-04-23,Nairyah,0,0,0
2020-04-23,Qaryat Al Ulya,0,0,0
2020-04-23,Qatif,1,0,2
2020-04-23,Ras Tanura,0,0,0
2020-04-23,Safwa,0,0,0
2020-04-23,Saihat,0,0,0
2020-04-23,Salwa,0,0,0
2020-04-23,Samodah,0,0,0
2020-04-23,Urayarah,0,0,0
2020-04-24,AL Oyoun,0,0,0
