Date,region,Case,Count
2020-05-01,Al Jouf,Cases,0
2020-05-01,Asir,Cases,26
2020-05-01,Eastern Region,Cases,369
2020-05-01,Hail,Cases,0
2020-05-01,Jazan,Cases,6
2020-05-01,Mecca,Cases,505
2020-05-01,Medina,Cases,249
2020-05-01,Najran,Cases,0
2020-05-01,Northern Borders,Cases,1
2020-05-01,Qassim,Cases,17
2020-05-01,Riyadh,Cases,186
2020-05-01,Tabuk,Cases,0
2020-05-02,Al Bahah,Cases,13
2020-05-02,Al Jouf,Cases,0
2020-05-02,Asir,Cases,22
2020-05-02,Eastern Region,Cases,587
2020-05-02,Hail,Cases,0
2020-05-02,Jazan,Cases,111
2020-05-02,Mecca,Cases,536
2020-05-02,Medina,Cases,143
2020-05-02,Najran,Cases,0
2020-05-02,Northern Borders,Cases,0
2020-05-02,Qassim,Cases,5
2020-05-02,Riyadh,Cases,135
2020-05-02,Tabuk,Cases,0
2020-05-03,Al Bahah,Cases,0
2020-05-03,Al Jouf,Cases,1
2020-05-03,Asir,Cases,8
2020-05-03,Eastern Region,Cases,672
2020-05-03,Hail,Cases,1
2020-05-03,Jazan,Cases,55
2020-05-03,Mecca,Cases,578
2020-05-03,Medina,Cases,162
2020-05-03,Najran,Cases,1
2020-05-03,Northern Borders,Cases,4
2020-05-03,Qassim,Cases,5
2020-05-03,Riyadh,Cases,147
2020-05-03,Tabuk,Cases,11
2020-05-04,Al Bahah,Cases,1
2020-05-04,Al Jouf,Cases,0
2020-05-04,Asir,Cases,12
2020-05-04,Eastern Region,Cases,477
2020-05-04,Hail,Cases,0
2020-05-04,Jazan,Cases,14
2020-05-04,Mecca,Cases,795
2020-05-04,Medina,Cases,27
2020-05-04,Najran,Cases,0
2020-05-04,Northern Borders,Cases,0
2020-05-04,Qassim,Cases,9
2020-05-04,Riyadh,Cases,251
2020-05-04,Tabuk,Cases,9
2020-05-05,Al Bahah,Cases,0
2020-05-05,Al Jouf,Cases,0
2020-05-05,Asir,Cases,27
2020-05-05,Eastern Region,Cases,275
2020-05-05,Hail,Cases,1
2020-05-05,Jazan,Cases,34
2020-05-05,Mecca,Cases,810
2020-05-05,Medina,Cases,314
2020-05-05,Najran,Cases,0
2020-05-05,Northern Borders,Cases,4
2020-05-05,Qassim,Cases,7
2020-05-05,Riyadh,Cases,175
2020-05-05,Tabuk,Cases,40
2020-05-06,Al Bahah,Cases,0
2020-05-06,Al Jouf,Cases,0
2020-05-06,Asir,Cases,4
2020-05-06,Eastern Region,Cases,456
2020-05-06,Hail,Cases,0
2020-05-06,Jazan,Cases,27
2020-05-06,Mecca,Cases,615
2020-05-06,Medina,Cases,446
2020-05-06,Najran,Cases,0
2020-05-06,Northern Borders,Cases,0
2020-05-06,Qassim,Cases,15
2020-05-06,Riyadh,Cases,210
2020-05-06,Tabuk,Cases,20
2020-05-07,Al Bahah,Cases,2
2020-05-07,Al Jouf,Cases,0
2020-05-07,Asir,Cases,32
2020-05-07,Eastern Region,Cases,372
2020-05-07,Hail,Cases,0
2020-05-07,Jazan,Cases,77
2020-05-07,Mecca,Cases,702
2020-05-07,Medina,Cases,340
2020-05-07,Najran,Cases,0
2020-05-07,Northern Borders,Cases,1
2020-05-07,Qassim,Cases,3
2020-05-07,Riyadh,Cases,162
2020-05-07,Tabuk,Cases,10
2020-05-08,Al Bahah,Cases,1
2020-05-08,Al Jouf,Cases,0
2020-05-08,Asir,Cases,12
2020-05-08,Eastern Region,Cases,305
2020-05-08,Hail,Cases,1
2020-05-08,Jazan,Cases,6
2020-05-08,Mecca,Cases,823
2020-05-08,Medina,Cases,120
2020-05-08,Najran,Cases,0
2020-05-08,Northern Borders,Cases,38
2020-05-08,Qassim,Cases,22
2020-05-08,Riyadh,Cases,360
2020-05-08,Tabuk,Cases,16
2020-05-09,Al Bahah,Cases,4
2020-05-09,Al Jouf,Cases,1
2020-05-09,Asir,Cases,16
2020-05-09,Eastern Region,Cases,238
2020-05-09,Hail,Cases,4
2020-05-09,Jazan,Cases,29
2020-05-09,Mecca,Cases,935
2020-05-09,Medina,Cases,266
2020-05-09,Najran,Cases,1
2020-05-09,Northern Borders,Cases,4
2020-05-09,Qassim,Cases,4
2020-05-09,Riyadh,Cases,397
2020-05-09,Tabuk,Cases,13
2020-05-10,Al Bahah,Cases,1
2020-05-10,Al Jouf,Cases,2
2020-05-10,Asir,Cases,24
2020-05-10,Eastern Region,Cases,389
2020-05-10,Hail,Cases,10
2020-05-10,Jazan,Cases,3
2020-05-10,Mecca,Cases,692
2020-05-10,Medina,Cases,266
2020-05-10,Najran,Cases,1
2020-05-10,Northern Borders,Cases,1
2020-05-10,Qassim,Cases,18
2020-05-10,Riyadh,Cases,549
2020-05-10,Tabuk,Cases,10
2020-05-11,Al Bahah,Cases,18
2020-05-11,Al Jouf,Cases,1
2020-05-11,Asir,Cases,10
2020-05-11,Eastern Region,Cases,317
2020-05-11,Hail,Cases,16
2020-05-11,Jazan,Cases,17
2020-05-11,Mecca,Cases,775
2020-05-11,Medina,Cases,176
2020-05-11,Najran,Cases,5
2020-05-11,Northern Borders,Cases,18
2020-05-11,Qassim,Cases,2
2020-05-11,Riyadh,Cases,528
2020-05-11,Tabuk,Cases,28
2020-05-12,Al Bahah,Cases,3
2020-05-12,Al Jouf,Cases,0
2020-05-12,Asir,Cases,1
2020-05-12,Eastern Region,Cases,351
2020-05-12,Hail,Cases,2
2020-05-12,Jazan,Cases,11
2020-05-12,Mecca,Cases,680
2020-05-12,Medina,Cases,64
2020-05-12,Najran,Cases,3
2020-05-12,Northern Borders,Cases,0
2020-05-12,Qassim,Cases,3
2020-05-12,Riyadh,Cases,739
2020-05-12,Tabuk,Cases,48
2020-05-13,Al Bahah,Cases,6
2020-05-13,Al Jouf,Cases,4
2020-05-13,Asir,Cases,36
2020-05-13,Eastern Region,Cases,244
2020-05-13,Hail,Cases,3
2020-05-13,Jazan,Cases,7
2020-05-13,Mecca,Cases,933
2020-05-13,Medina,Cases,278
2020-05-13,Najran,Cases,3
2020-05-13,Northern Borders,Cases,0
2020-05-13,Qassim,Cases,1
2020-05-13,Riyadh,Cases,523
2020-05-13,Tabuk,Cases,1
2020-05-14,Al Bahah,Cases,2
2020-05-14,Al Jouf,Cases,7
2020-05-14,Asir,Cases,32
2020-05-14,Eastern Region,Cases,453
2020-05-14,Hail,Cases,6
2020-05-14,Jazan,Cases,27
2020-05-14,Mecca,Cases,945
2020-05-14,Medina,Cases,199
2020-05-14,Najran,Cases,0
2020-05-14,Northern Borders,Cases,12
2020-05-14,Qassim,Cases,40
2020-05-14,Riyadh,Cases,507
2020-05-14,Tabuk,Cases,77
2020-05-15,Al Bahah,Cases,2
2020-05-15,Al Jouf,Cases,4
2020-05-15,Asir,Cases,3
2020-05-15,Eastern Region,Cases,535
2020-05-15,Hail,Cases,8
2020-05-15,Jazan,Cases,1
2020-05-15,Mecca,Cases,886
2020-05-15,Medina,Cases,342
2020-05-15,Najran,Cases,0
2020-05-15,Northern Borders,Cases,5
2020-05-15,Qassim,Cases,35
2020-05-15,Riyadh,Cases,976
2020-05-15,Tabuk,Cases,43
2020-05-16,Al Bahah,Cases,7
2020-05-16,Al Jouf,Cases,2
2020-05-16,Asir,Cases,35
2020-05-16,Eastern Region,Cases,688
2020-05-16,Hail,Cases,9
2020-05-16,Jazan,Cases,23
2020-05-16,Mecca,Cases,1025
2020-05-16,Medina,Cases,398
2020-05-16,Najran,Cases,2
2020-05-16,Northern Borders,Cases,1
2020-05-16,Qassim,Cases,15
2020-05-16,Riyadh,Cases,509
2020-05-16,Tabuk,Cases,22
2020-05-17,Al Bahah,Cases,1
2020-05-17,Al Jouf,Cases,8
2020-05-17,Asir,Cases,4
2020-05-17,Eastern Region,Cases,616
2020-05-17,Hail,Cases,9
2020-05-17,Jazan,Cases,0
2020-05-17,Mecca,Cases,900
2020-05-17,Medina,Cases,264
2020-05-17,Najran,Cases,9
2020-05-17,Northern Borders,Cases,29
2020-05-17,Qassim,Cases,19
2020-05-17,Riyadh,Cases,717
2020-05-17,Tabuk,Cases,17
2020-05-18,Al Bahah,Cases,1
2020-05-18,Al Jouf,Cases,1
2020-05-18,Asir,Cases,27
2020-05-18,Eastern Region,Cases,329
2020-05-18,Hail,Cases,7
2020-05-18,Jazan,Cases,8
2020-05-18,Mecca,Cases,992
2020-05-18,Medina,Cases,303
2020-05-18,Najran,Cases,11
2020-05-18,Northern Borders,Cases,21
2020-05-18,Qassim,Cases,13
2020-05-18,Riyadh,Cases,778
2020-05-18,Tabuk,Cases,18
2020-05-19,Al Bahah,Cases,2
2020-05-19,Al Jouf,Cases,8
2020-05-19,Asir,Cases,29
2020-05-19,Eastern Region,Cases,537
2020-05-19,Hail,Cases,33
2020-05-19,Jazan,Cases,15
2020-05-19,Mecca,Cases,727
2020-05-19,Medina,Cases,241
2020-05-19,Najran,Cases,22
2020-05-19,Northern Borders,Cases,35
2020-05-19,Qassim,Cases,30
2020-05-19,Riyadh,Cases,947
2020-05-19,Tabuk,Cases,65
2020-05-20,Al Bahah,Cases,10
2020-05-20,Al Jouf,Cases,1
2020-05-20,Asir,Cases,43
2020-05-20,Eastern Region,Cases,427
2020-05-20,Hail,Cases,5
2020-05-20,Jazan,Cases,20
2020-05-20,Mecca,Cases,761
2020-05-20,Medina,Cases,211
2020-05-20,Najran,Cases,9
2020-05-20,Northern Borders,Cases,0
2020-05-20,Qassim,Cases,154
2020-05-20,Riyadh,Cases,808
2020-05-20,Tabuk,Cases,83
2020-05-21,Al Bahah,Cases,8
2020-05-21,Al Jouf,Cases,0
2020-05-21,Asir,Cases,21
2020-05-21,Eastern Region,Cases,568
2020-05-21,Hail,Cases,4
2020-05-21,Jazan,Cases,22
2020-05-21,Mecca,Cases,765
2020-05-21,Medina,Cases,208
2020-05-21,Najran,Cases,23
2020-05-21,Northern Borders,Cases,6
2020-05-21,Qassim,Cases,9
2020-05-21,Riyadh,Cases,1000
2020-05-21,Tabuk,Cases,8
2020-05-22,Al Bahah,Cases,3
2020-05-22,Al Jouf,Cases,0
2020-05-22,Asir,Cases,11
2020-05-22,Eastern Region,Cases,269
2020-05-22,Hail,Cases,45
2020-05-22,Jazan,Cases,10
2020-05-22,Mecca,Cases,960
2020-05-22,Medina,Cases,293
2020-05-22,Najran,Cases,1
2020-05-22,Northern Borders,Cases,0
2020-05-22,Qassim,Cases,25
2020-05-22,Riyadh,Cases,815
2020-05-22,Tabuk,Cases,10
2020-05-23,Al Bahah,Cases,2
2020-05-23,Al Jouf,Cases,0
2020-05-23,Asir,Cases,9
2020-05-23,Eastern Region,Cases,387
2020-05-23,Hail,Cases,13
2020-05-23,Jazan,Cases,9
2020-05-23,Mecca,Cases,1134
2020-05-23,Medina,Cases,70
2020-05-23,Najran,Cases,4
2020-05-23,Northern Borders,Cases,0
2020-05-23,Qassim,Cases,16
2020-05-23,Riyadh,Cases,751
2020-05-23,Tabuk,Cases,4
2020-05-24,Al Bahah,Cases,0
2020-05-24,Al Jouf,Cases,0
2020-05-24,Asir,Cases,13
2020-05-24,Eastern Region,Cases,360
2020-05-24,Hail,Cases,20
2020-05-24,Jazan,Cases,8
2020-05-24,Mecca,Cases,780
2020-05-24,Medina,Cases,187
2020-05-24,Najran,Cases,15
2020-05-24,Northern Borders,Cases,4
2020-05-24,Qassim,Cases,30
2020-05-24,Riyadh,Cases,802
2020-05-24,Tabuk,Cases,16
2020-05-25,Al Bahah,Cases,6
2020-05-25,Al Jouf,Cases,9
2020-05-25,Asir,Cases,17
2020-05-25,Eastern Region,Cases,424
2020-05-25,Hail,Cases,5
2020-05-25,Jazan,Cases,14
2020-05-25,Mecca,Cases,483
2020-05-25,Medina,Cases,12
2020-05-25,Najran,Cases,6
2020-05-25,Northern Borders,Cases,6
2020-05-25,Qassim,Cases,105
2020-05-25,Riyadh,Cases,823
2020-05-25,Tabuk,Cases,21
2020-05-26,Al Bahah,Cases,10
2020-05-26,Al Jouf,Cases,2
2020-05-26,Asir,Cases,11
2020-05-26,Eastern Region,Cases,354
2020-05-26,Hail,Cases,37
2020-05-26,Jazan,Cases,14
2020-05-26,Mecca,Cases,530
2020-05-26,Medina,Cases,39
2020-05-26,Najran,Cases,7
2020-05-26,Northern Borders,Cases,1
2020-05-26,Qassim,Cases,12
2020-05-26,Riyadh,Cases,778
2020-05-26,Tabuk,Cases,20
2020-05-27,Al Bahah,Cases,0
2020-05-27,Al Jouf,Cases,0
2020-05-27,Asir,Cases,11
2020-05-27,Eastern Region,Cases,342
2020-05-27,Hail,Cases,29
2020-05-27,Jazan,Cases,8
2020-05-27,Mecca,Cases,549
2020-05-27,Medina,Cases,55
2020-05-27,Najran,Cases,6
2020-05-27,Northern Borders,Cases,2
2020-05-27,Qassim,Cases,7
2020-05-27,Riyadh,Cases,617
2020-05-27,Tabuk,Cases,18
2020-05-28,Al Bahah,Cases,3
2020-05-28,Al Jouf,Cases,1
2020-05-28,Asir,Cases,33
2020-05-28,Eastern Region,Cases,383
2020-05-28,Hail,Cases,15
2020-05-28,Jazan,Cases,12
2020-05-28,Mecca,Cases,495
2020-05-28,Medina,Cases,62
2020-05-28,Najran,Cases,12
2020-05-28,Northern Borders,Cases,1
2020-05-28,Qassim,Cases,8
2020-05-28,Riyadh,Cases,548
2020-05-28,Tabuk,Cases,8
2020-05-29,Al Bahah,Cases,2
2020-05-29,Al Jouf,Cases,3
2020-05-29,Asir,Cases,34
2020-05-29,Eastern Region,Cases,351
2020-05-29,Hail,Cases,8
2020-05-29,Jazan,Cases,20
2020-05-29,Mecca,Cases,378
2020-05-29,Medina,Cases,51
2020-05-29,Najran,Cases,9
2020-05-29,Northern Borders,Cases,2
2020-05-29,Qassim,Cases,49
2020-05-29,Riyadh,Cases,699
2020-05-29,Tabuk,Cases,12
2020-05-30,Al Bahah,Cases,7
2020-05-30,Al Jouf,Cases,0
2020-05-30,Asir,Cases,28
2020-05-30,Eastern Region,Cases,337
2020-05-30,Hail,Cases,18
2020-05-30,Jazan,Cases,13
2020-05-30,Mecca,Cases,795
2020-05-30,Medina,Cases,102
2020-05-30,Najran,Cases,10
2020-05-30,Northern Borders,Cases,0
2020-05-30,Qassim,Cases,31
2020-05-30,Riyadh,Cases,530
2020-05-30,Tabuk,Cases,6
2020-05-31,Al Bahah,Cases,0
2020-05-31,Al Jouf,Cases,0
2020-05-31,Asir,Cases,39
2020-05-31,Eastern Region,Cases,467
2020-05-31,Hail,Cases,21
2020-05-31,Jazan,Cases,9
2020-05-31,Mecca,Cases,501
2020-05-31,Medina,Cases,19
2020-05-31,Najran,Cases,14
2020-05-31,Northern Borders,Cases,6
2020-05-31,Qassim,Cases,6
2020-05-31,Riyadh,Cases,790
2020-05-31,Tabuk,Cases,9
2020-06-01,Al Bahah,Cases,9
2020-06-01,Al Jouf,Cases,0
2020-06-01,Asir,Cases,24
2020-06-01,Eastern Region,Cases,404
2020-06-01,Hail,Cases,2
2020-06-01,Jazan,Cases,20
2020-06-01,Mecca,Cases,664
2020-06-01,Medina,Cases,75
2020-06-01,Najran,Cases,18
2020-06-01,Northern Borders,Cases,0
2020-06-01,Qassim,Cases,2
2020-06-01,Riyadh,Cases,642
2020-06-01,Tabuk,Cases,9
2020-06-02,Al Bahah,Cases,3
2020-06-02,Al Jouf,Cases,0
2020-06-02,Asir,Cases,48
2020-06-02,Eastern Region,Cases,350
2020-06-02,Hail,Cases,8
2020-06-02,Jazan,Cases,33
2020-06-02,Mecca,Cases,811
2020-06-02,Medina,Cases,179
2020-06-02,Najran,Cases,13
2020-06-02,Northern Borders,Cases,1
2020-06-02,Qassim,Cases,1
2020-06-02,Riyadh,Cases,712
2020-06-02,Tabuk,Cases,12
2020-06-03,Al Bahah,Cases,8
2020-06-03,Al Jouf,Cases,1
2020-06-03,Asir,Cases,37
2020-06-03,Eastern Region,Cases,317
2020-06-03,Hail,Cases,19
2020-06-03,Jazan,Cases,32
2020-06-03,Mecca,Cases,605
2020-06-03,Medina,Cases,140
2020-06-03,Najran,Cases,16
2020-06-03,Northern Borders,Cases,0
2020-06-03,Qassim,Cases,6
2020-06-03,Riyadh,Cases,757
2020-06-03,Tabuk,Cases,37
2020-06-04,Al Bahah,Cases,0
2020-06-04,Al Jouf,Cases,0
2020-06-04,Asir,Cases,91
2020-06-04,Eastern Region,Cases,615
2020-06-04,Hail,Cases,6
2020-06-04,Jazan,Cases,52
2020-06-04,Mecca,Cases,773
2020-06-04,Medina,Cases,152
2020-06-04,Najran,Cases,10
2020-06-04,Northern Borders,Cases,14
2020-06-04,Qassim,Cases,72
2020-06-04,Riyadh,Cases,788
2020-06-04,Tabuk,Cases,18
2020-06-05,Al Bahah,Cases,6
2020-06-05,Al Jouf,Cases,3
2020-06-05,Asir,Cases,137
2020-06-05,Eastern Region,Cases,695
2020-06-05,Hail,Cases,6
2020-06-05,Jazan,Cases,17
2020-06-05,Mecca,Cases,940
2020-06-05,Medina,Cases,183
2020-06-05,Najran,Cases,14
2020-06-05,Northern Borders,Cases,7
2020-06-05,Qassim,Cases,26
2020-06-05,Riyadh,Cases,1079
2020-06-05,Tabuk,Cases,8
2020-06-06,Al Bahah,Cases,2
2020-06-06,Al Jouf,Cases,0
2020-06-06,Asir,Cases,53
2020-06-06,Eastern Region,Cases,810
2020-06-06,Hail,Cases,0
2020-06-06,Jazan,Cases,60
2020-06-06,Mecca,Cases,1094
2020-06-06,Medina,Cases,142
2020-06-06,Najran,Cases,22
2020-06-06,Northern Borders,Cases,18
2020-06-06,Qassim,Cases,19
2020-06-06,Riyadh,Cases,813
2020-06-06,Tabuk,Cases,12
2020-06-07,Al Bahah,Cases,8
2020-06-07,Al Jouf,Cases,2
2020-06-07,Asir,Cases,76
2020-06-07,Eastern Region,Cases,1170
2020-06-07,Hail,Cases,1
2020-06-07,Jazan,Cases,55
2020-06-07,Mecca,Cases,1011
2020-06-07,Medina,Cases,139
2020-06-07,Najran,Cases,15
2020-06-07,Northern Borders,Cases,17
2020-06-07,Qassim,Cases,10
2020-06-07,Riyadh,Cases,840
2020-06-07,Tabuk,Cases,25
2020-06-08,Al Bahah,Cases,5
2020-06-08,Al Jouf,Cases,1
2020-06-08,Asir,Cases,114
2020-06-08,Eastern Region,Cases,795
2020-06-08,Hail,Cases,17
2020-06-08,Jazan,Cases,20
2020-06-08,Mecca,Cases,925
2020-06-08,Medina,Cases,170
2020-06-08,Najran,Cases,14
2020-06-08,Northern Borders,Cases,0
2020-06-08,Qassim,Cases,6
2020-06-08,Riyadh,Cases,1217
2020-06-08,Tabuk,Cases,4
2020-06-09,Al Bahah,Cases,10
2020-06-09,Al Jouf,Cases,6
2020-06-09,Asir,Cases,116
2020-06-09,Eastern Region,Cases,891
2020-06-09,Hail,Cases,43
2020-06-09,Jazan,Cases,73
2020-06-09,Mecca,Cases,751
2020-06-09,Medina,Cases,152
2020-06-09,Najran,Cases,20
2020-06-09,Northern Borders,Cases,1
2020-06-09,Qassim,Cases,54
2020-06-09,Riyadh,Cases,1583
2020-06-09,Tabuk,Cases,17
2020-06-10,Al Bahah,Cases,4
2020-06-10,Al Jouf,Cases,2
2020-06-10,Asir,Cases,134
2020-06-10,Eastern Region,Cases,828
2020-06-10,Hail,Cases,24
2020-06-10,Jazan,Cases,49
2020-06-10,Mecca,Cases,688
2020-06-10,Medina,Cases,88
2020-06-10,Najran,Cases,28
2020-06-10,Northern Borders,Cases,8
2020-06-10,Qassim,Cases,129
2020-06-10,Riyadh,Cases,1705
2020-06-10,Tabuk,Cases,46
2020-06-11,Al Bahah,Cases,14
2020-06-11,Al Jouf,Cases,4
2020-06-11,Asir,Cases,93
2020-06-11,Eastern Region,Cases,891
2020-06-11,Hail,Cases,24
2020-06-11,Jazan,Cases,12
2020-06-11,Mecca,Cases,692
2020-06-11,Medina,Cases,162
2020-06-11,Najran,Cases,31
2020-06-11,Northern Borders,Cases,18
2020-06-11,Qassim,Cases,82
2020-06-11,Riyadh,Cases,1880
2020-06-11,Tabuk,Cases,18
2020-06-12,Al Bahah,Cases,8
2020-06-12,Al Jouf,Cases,0
2020-06-12,Asir,Cases,74
2020-06-12,Eastern Region,Cases,817
2020-06-12,Hail,Cases,6
2020-06-12,Jazan,Cases,23
2020-06-12,Mecca,Cases,920
2020-06-12,Medina,Cases,222
2020-06-12,Najran,Cases,16
2020-06-12,Northern Borders,Cases,0
2020-06-12,Qassim,Cases,61
2020-06-12,Riyadh,Cases,1219
2020-06-12,Tabuk,Cases,0
2020-06-13,Al Bahah,Cases,0
2020-06-13,Al Jouf,Cases,0
2020-06-13,Asir,Cases,201
2020-06-13,Eastern Region,Cases,870
2020-06-13,Hail,Cases,11
2020-06-13,Jazan,Cases,51
2020-06-13,Mecca,Cases,769
2020-06-13,Medina,Cases,189
2020-06-13,Najran,Cases,63
2020-06-13,Northern Borders,Cases,3
2020-06-13,Qassim,Cases,17
2020-06-13,Riyadh,Cases,2043
2020-06-13,Tabuk,Cases,16
2020-06-14,Al Bahah,Cases,42
2020-06-14,Al Jouf,Cases,6
2020-06-14,Asir,Cases,208
2020-06-14,Eastern Region,Cases,1036
2020-06-14,Hail,Cases,15
2020-06-14,Jazan,Cases,34
2020-06-14,Mecca,Cases,972
2020-06-14,Medina,Cases,155
2020-06-14,Najran,Cases,43
2020-06-14,Northern Borders,Cases,9
2020-06-14,Qassim,Cases,122
2020-06-14,Riyadh,Cases,1851
2020-06-14,Tabuk,Cases,14
2020-06-15,Al Bahah,Cases,13
2020-06-15,Al Jouf,Cases,2
2020-06-15,Asir,Cases,254
2020-06-15,Eastern Region,Cases,895
2020-06-15,Hail,Cases,25
2020-06-15,Jazan,Cases,79
2020-06-15,Mecca,Cases,794
2020-06-15,Medina,Cases,122
2020-06-15,Najran,Cases,37
2020-06-15,Northern Borders,Cases,5
2020-06-15,Qassim,Cases,113
2020-06-15,Riyadh,Cases,1910
2020-06-15,Tabuk,Cases,18
2020-06-16,Al Bahah,Cases,37
2020-06-16,Al Jouf,Cases,1
2020-06-16,Asir,Cases,233
2020-06-16,Eastern Region,Cases,920
2020-06-16,Hail,Cases,9
2020-06-16,Jazan,Cases,25
2020-06-16,Mecca,Cases,750
2020-06-16,Medina,Cases,174
2020-06-16,Najran,Cases,47
2020-06-16,Northern Borders,Cases,3
2020-06-16,Qassim,Cases,111
2020-06-16,Riyadh,Cases,2609
2020-06-16,Tabuk,Cases,0
2020-06-17,Al Bahah,Cases,21
2020-06-17,Al Jouf,Cases,5
2020-06-17,Asir,Cases,294
2020-06-17,Eastern Region,Cases,1183
2020-06-17,Hail,Cases,34
2020-06-17,Jazan,Cases,38
2020-06-17,Mecca,Cases,826
2020-06-17,Medina,Cases,222
2020-06-17,Najran,Cases,76
2020-06-17,Northern Borders,Cases,3
2020-06-17,Qassim,Cases,229
2020-06-17,Riyadh,Cases,1781
2020-06-17,Tabuk,Cases,45
2020-06-18,Al Bahah,Cases,33
2020-06-18,Al Jouf,Cases,10
2020-06-18,Asir,Cases,171
2020-06-18,Eastern Region,Cases,1364
2020-06-18,Hail,Cases,56
2020-06-18,Jazan,Cases,40
2020-06-18,Mecca,Cases,946
2020-06-18,Medina,Cases,132
2020-06-18,Najran,Cases,48
2020-06-18,Northern Borders,Cases,9
2020-06-18,Qassim,Cases,66
2020-06-18,Riyadh,Cases,1388
2020-06-18,Tabuk,Cases,38
2020-06-19,Al Bahah,Cases,32
2020-06-19,Al Jouf,Cases,8
2020-06-19,Asir,Cases,307
2020-06-19,Eastern Region,Cases,1136
2020-06-19,Hail,Cases,50
2020-06-19,Jazan,Cases,38
2020-06-19,Mecca,Cases,1036
2020-06-19,Medina,Cases,221
2020-06-19,Najran,Cases,71
2020-06-19,Northern Borders,Cases,4
2020-06-19,Qassim,Cases,121
2020-06-19,Riyadh,Cases,895
2020-06-19,Tabuk,Cases,22
2020-06-20,Al Bahah,Cases,20
2020-06-20,Al Jouf,Cases,4
2020-06-20,Asir,Cases,271
2020-06-20,Eastern Region,Cases,854
2020-06-20,Hail,Cases,83
2020-06-20,Jazan,Cases,70
2020-06-20,Mecca,Cases,894
2020-06-20,Medina,Cases,183
2020-06-20,Najran,Cases,73
2020-06-20,Northern Borders,Cases,1
2020-06-20,Qassim,Cases,122
2020-06-20,Riyadh,Cases,792
2020-06-20,Tabuk,Cases,12
2020-06-21,Al Bahah,Cases,10
2020-06-21,Al Jouf,Cases,3
2020-06-21,Asir,Cases,371
2020-06-21,Eastern Region,Cases,1153
2020-06-21,Hail,Cases,88
2020-06-21,Jazan,Cases,37
2020-06-21,Mecca,Cases,808
2020-06-21,Medina,Cases,206
2020-06-21,Najran,Cases,52
2020-06-21,Northern Borders,Cases,4
2020-06-21,Qassim,Cases,115
2020-06-21,Riyadh,Cases,516
2020-06-21,Tabuk,Cases,30
2020-06-22,Al Bahah,Cases,0
2020-06-22,Al Jouf,Cases,0
2020-06-22,Asir,Cases,351
2020-06-22,Eastern Region,Cases,1042
2020-06-22,Hail,Cases,110
2020-06-22,Jazan,Cases,48
2020-06-22,Mecca,Cases,819
2020-06-22,Medina,Cases,174
2020-06-22,Najran,Cases,79
2020-06-22,Northern Borders,Cases,1
2020-06-22,Qassim,Cases,118
2020-06-22,Riyadh,Cases,378
2020-06-22,Tabuk,Cases,19
2020-06-23,Al Bahah,Cases,56
2020-06-23,Al Jouf,Cases,9
2020-06-23,Asir,Cases,207
2020-06-23,Eastern Region,Cases,1175
2020-06-23,Hail,Cases,93
2020-06-23,Jazan,Cases,16
2020-06-23,Mecca,Cases,842
2020-06-23,Medina,Cases,180
2020-06-23,Najran,Cases,63
2020-06-23,Northern Borders,Cases,3
2020-06-23,Qassim,Cases,144
2020-06-23,Riyadh,Cases,308
2020-06-23,Tabuk,Cases,27
2020-06-24,Al Bahah,Cases,22
2020-06-24,Al Jouf,Cases,32
2020-06-24,Asir,Cases,281
2020-06-24,Eastern Region,Cases,1619
2020-06-24,Hail,Cases,73
2020-06-24,Jazan,Cases,38
2020-06-24,Mecca,Cases,688
2020-06-24,Medina,Cases,115
2020-06-24,Najran,Cases,20
2020-06-24,Northern Borders,Cases,11
2020-06-24,Qassim,Cases,125
2020-06-24,Riyadh,Cases,296
2020-06-24,Tabuk,Cases,52
2020-06-25,Al Bahah,Cases,36
2020-06-25,Al Jouf,Cases,18
2020-06-25,Asir,Cases,556
2020-06-25,Eastern Region,Cases,1733
2020-06-25,Hail,Cases,115
2020-06-25,Jazan,Cases,83
2020-06-25,Mecca,Cases,610
2020-06-25,Medina,Cases,176
2020-06-25,Najran,Cases,124
2020-06-25,Northern Borders,Cases,14
2020-06-25,Qassim,Cases,166
2020-06-25,Riyadh,Cases,267
2020-06-25,Tabuk,Cases,40
2020-06-26,Al Bahah,Cases,26
2020-06-26,Al Jouf,Cases,15
2020-06-26,Asir,Cases,694
2020-06-26,Eastern Region,Cases,1497
2020-06-26,Hail,Cases,82
2020-06-26,Jazan,Cases,118
2020-06-26,Mecca,Cases,833
2020-06-26,Medina,Cases,157
2020-06-26,Najran,Cases,72
2020-06-26,Northern Borders,Cases,7
2020-06-26,Qassim,Cases,164
2020-06-26,Riyadh,Cases,219
2020-06-26,Tabuk,Cases,43
2020-06-27,Al Bahah,Cases,25
2020-06-27,Al Jouf,Cases,5
2020-06-27,Asir,Cases,520
2020-06-27,Eastern Region,Cases,1573
2020-06-27,Hail,Cases,45
2020-06-27,Jazan,Cases,93
2020-06-27,Mecca,Cases,757
2020-06-27,Medina,Cases,217
2020-06-27,Najran,Cases,116
2020-06-27,Northern Borders,Cases,11
2020-06-27,Qassim,Cases,149
2020-06-27,Riyadh,Cases,452
2020-06-27,Tabuk,Cases,26
2020-06-28,Al Bahah,Cases,15
2020-06-28,Al Jouf,Cases,0
2020-06-28,Asir,Cases,454
