Date,City,Case,Count
2020-04-16,Jubail,Active cases,17
2020-04-16,Khafji,Active cases,15
2020-04-16,Khobar,Active cases,40
2020-04-16,Mulayjah,Active cases,0
2020-04-16,Nairyah,Active cases,0
2020-04-16,Qaryat Al Ulya,Active cases,0
2020-04-16,Qatif,Active cases,124
2020-04-16,Ras Tanura,Active cases,12
2020-04-16,Safwa,Active cases,0
2020-04-16,Saihat,Active cases,2
2020-04-16,Salwa,Active cases,0
2020-04-16,Samodah,Active cases,0
2020-04-16,Urayarah,Active cases,0
2020-04-17,AL Oyoun,Active cases,0
2020-04-17,Adh Dhibiyyah,Active cases,0
2020-04-17,Al Batahaa,Active cases,0
2020-04-17,Al Jafr,Active cases,2
2020-04-17,Al Mubarraz,Active cases,2
2020-04-17,Al Qaysomah,Active cases,0
2020-04-17,Al Suyariah,Active cases,0
2020-04-17,Ar Ruqi,Active cases,0
2020-04-17,As Sufairy,Active cases,0
2020-04-17,Bqeeq,Active cases,0
2020-04-17,Dahran,Active cases,31
2020-04-17,Dammam,Active cases,430
2020-04-17,Hafr Al Batin,Active cases,0
2020-04-17,Hardh,Active cases,0
2020-04-17,Hufof,Active cases,186
2020-04-17,Jubail,Active cases,44
2020-04-17,Khafji,Active cases,15
2020-04-17,Khobar,Active cases,44
2020-04-17,Mulayjah,Active cases,0
2020-04-17,Nairyah,Active cases,0
2020-04-17,Qaryat Al Ulya,Active cases,0
2020-04-17,Qatif,Active cases,121
2020-04-17,Ras Tanura,Active cases,12
2020-04-17,Safwa,Active cases,0
2020-04-17,Saihat,Active cases,2
2020-04-17,Salwa,Active cases,0
2020-04-17,Samodah,Active cases,0
2020-04-17,Urayarah,Active cases,0
2020-04-18,AL Oyoun,Active cases,0
2020-04-18,Adh Dhibiyyah,Active cases,0
2020-04-18,Al Batahaa,Active cases,0
2020-04-18,Al Jafr,Active cases,2
2020-04-18,Al Mubarraz,Active cases,2
2020-04-18,Al Qaysomah,Active cases,0
2020-04-18,Al Suyariah,Active cases,0
2020-04-18,Ar Ruqi,Active cases,0
2020-04-18,As Sufairy,Active cases,0
2020-04-18,Bqeeq,Active cases,0
2020-04-18,Dahran,Active cases,35
2020-04-18,Dammam,Active cases,611
2020-04-18,Hafr Al Batin,Active cases,0
2020-04-18,Hardh,Active cases,0
2020-04-18,Hufof,Active cases,309
2020-04-18,Jubail,Active cases,46
2020-04-18,Khafji,Active cases,15
2020-04-18,Khobar,Active cases,43
2020-04-18,Mulayjah,Active cases,0
2020-04-18,Nairyah,Active cases,0
2020-04-18,Qaryat Al Ulya,Active cases,0
2020-04-18,Qatif,Active cases,103
2020-04-18,Ras Tanura,Active cases,13
2020-04-18,Safwa,Active cases,0
2020-04-18,Saihat,Active cases,2
2020-04-18,Salwa,Active cases,0
2020-04-18,Samodah,Active cases,0
2020-04-18,Urayarah,Active cases,0
2020-04-19,AL Oyoun,Active cases,0
2020-04-19,Adh Dhibiyyah,Active cases,0
2020-04-19,Al Batahaa,Active cases,0
2020-04-19,Al Jafr,Active cases,2
2020-04-19,Al Mubarraz,Active cases,2
2020-04-19,Al Qaysomah,Active cases,0
2020-04-19,Al Suyariah,Active cases,0
2020-04-19,Ar Ruqi,Active cases,0
2020-04-19,As Sufairy,Active cases,0
2020-04-19,Bqeeq,Active cases,0
2020-04-19,Dahran,Active cases,35
2020-04-19,Dammam,Active cases,686
2020-04-19,Hafr Al Batin,Active cases,0
2020-04-19,Hardh,Active cases,0
2020-04-19,Hufof,Active cases,372
2020-04-19,Jubail,Active cases,85
2020-04-19,Khafji,Active cases,15
2020-04-19,Khobar,Active cases,48
2020-04-19,Mulayjah,Active cases,0
2020-04-19,Nairyah,Active cases,0
2020-04-19,Qaryat Al Ulya,Active cases,0
2020-04-19,Qatif,Active cases,100
2020-04-19,Ras Tanura,Active cases,13
2020-04-19,Safwa,Active cases,0
2020-04-19,Saihat,Active cases,2
2020-04-19,Salwa,Active cases,0
2020-04-19,Samodah,Active cases,0
2020-04-19,Urayarah,Active cases,0
2020-04-20,AL Oyoun,Active cases,0
2020-04-20,Adh Dhibiyyah,Active cases,0
2020-04-20,Al Batahaa,Active cases,0
2020-04-20,Al Jafr,Active cases,2
2020-04-20,Al Mubarraz,Active cases,2
2020-04-20,Al Qaysomah,Active cases,0
2020-04-20,Al Suyariah,Active cases,0
2020-04-20,Ar Ruqi,Active cases,0
2020-04-20,As Sufairy,Active cases,0
2020-04-20,Bqeeq,Active cases,0
2020-04-20,Dahran,Active cases,36
2020-04-20,Dammam,Active cases,678
2020-04-20,Hafr Al Batin,Active cases,0
2020-04-20,Hardh,Active cases,0
2020-04-20,Hufof,Active cases,507
2020-04-20,Jubail,Active cases,97
2020-04-20,Khafji,Active cases,15
2020-04-20,Khobar,Active cases,39
2020-04-20,Mulayjah,Active cases,0
2020-04-20,Nairyah,Active cases,0
2020-04-20,Qaryat Al Ulya,Active cases,0
2020-04-20,Qatif,Active cases,73
2020-04-20,Ras Tanura,Active cases,12
2020-04-20,Safwa,Active cases,0
2020-04-20,Saihat,Active cases,2
2020-04-20,Salwa,Active cases,0
2020-04-20,Samodah,Active cases,0
2020-04-20,Urayarah,Active cases,0
2020-04-21,AL Oyoun,Active cases,0
2020-04-21,Adh Dhibiyyah,Active cases,0
2020-04-21,Al Batahaa,Active cases,0
2020-04-21,Al Jafr,Active cases,3
2020-04-21,Al Mubarraz,Active cases,2
2020-04-21,Al Qaysomah,Active cases,0
2020-04-21,Al Suyariah,Active cases,0
2020-04-21,Ar Ruqi,Active cases,0
2020-04-21,As Sufairy,Active cases,0
2020-04-21,Bqeeq,Active cases,0
2020-04-21,Dahran,Active cases,59
2020-04-21,Dammam,Active cases,714
2020-04-21,Hafr Al Batin,Active cases,0
2020-04-21,Hardh,Active cases,0
2020-04-21,Hufof,Active cases,747
2020-04-21,Jubail,Active cases,96
2020-04-21,Khafji,Active cases,15
2020-04-21,Khobar,Active cases,34
2020-04-21,Mulayjah,Active cases,0
2020-04-21,Nairyah,Active cases,0
2020-04-21,Qaryat Al Ulya,Active cases,0
2020-04-21,Qatif,Active cases,46
2020-04-21,Ras Tanura,Active cases,11
2020-04-21,Safwa,Active cases,0
2020-04-21,Saihat,Active cases,2
2020-04-21,Salwa,Active cases,0
2020-04-21,Samodah,Active cases,0
2020-04-21,Urayarah,Active cases,0
2020-04-22,AL Oyoun,Active cases,0
2020-04-22,Adh Dhibiyyah,Active cases,0
2020-04-22,Al Batahaa,Active cases,0
2020-04-22,Al Jafr,Active cases,3
2020-04-22,Al Mubarraz,Active cases,2
2020-04-22,Al Qaysomah,Active cases,0
2020-04-22,Al Suyariah,Active cases,0
2020-04-22,Ar Ruqi,Active cases,0
2020-04-22,As Sufairy,Active cases,0
2020-04-22,Bqeeq,Active cases,0
2020-04-22,Dahran,Active cases,57
2020-04-22,Dammam,Active cases,744
2020-04-22,Hafr Al Batin,Active cases,1
2020-04-22,Hardh,Active cases,0
2020-04-22,Hufof,Active cases,822
2020-04-22,Jubail,Active cases,134
2020-04-22,Khafji,Active cases,7
2020-04-22,Khobar,Active cases,55
2020-04-22,Mulayjah,Active cases,0
2020-04-22,Nairyah,Active cases,0
2020-04-22,Qaryat Al Ulya,Active cases,0
2020-04-22,Qatif,Active cases,28
2020-04-22,Ras Tanura,Active cases,11
2020-04-22,Safwa,Active cases,0
2020-04-22,Saihat,Active cases,2
2020-04-22,Salwa,Active cases,0
2020-04-22,Samodah,Active cases,0
2020-04-22,Urayarah,Active cases,0
2020-04-23,AL Oyoun,Active cases,0
2020-04-23,Adh Dhibiyyah,Active cases,0
2020-04-23,Al Batahaa,Active cases,0
2020-04-23,Al Jafr,Active cases,3
2020-04-23,Al Mubarraz,Active cases,2
2020-04-23,Al Qaysomah,Active cases,0
2020-04-23,Al Suyariah,Active cases,0
2020-04-23,Ar Ruqi,Active cases,0
2020-04-23,As Sufairy,Active cases,0
2020-04-23,Bqeeq,Active cases,2
2020-04-23,Dahran,Active cases,57
2020-04-23,Dammam,Active cases,786
2020-04-23,Hafr Al Batin,Active cases,14
2020-04-23,Hardh,Active cases,0
2020-04-23,Hufof,Active cases,862
2020-04-23,Jubail,Active cases,178
2020-04-23,Khafji,Active cases,7
2020-04-23,Khobar,Active cases,82
2020-04-23,Mulayjah,Active cases,0
2020-04-23,Nairyah,Active cases,0
2020-04-23,Qaryat Al Ulya,Active cases,0
2020-04-23,Qatif,Active cases,27
2020-04-23,Ras Tanura,Active cases,11
2020-04-23,Safwa,Active cases,0
2020-04-23,Saihat,Active cases,2
2020-04-23,Salwa,Active cases,0
2020-04-23,Samodah,Active cases,0
2020-04-23,Urayarah,Active cases,0
2020-04-24,AL Oyoun,Active cases,0
2020-04-24,Adh Dhibiyyah,Active cases,0
2020-04-24,Al Batahaa,Active cases,0
2020-04-24,Al Jafr,Active cases,3
2020-04-24,Al Mubarraz,Active cases,2
2020-04-24,Al Qaysomah,Active cases,0
2020-04-24,Al Suyariah,Active cases,0
2020-04-24,Ar Ruqi,Active cases,0
2020-04-24,As Sufairy,Active cases,0
2020-04-24,Bqeeq,Active cases,2
2020-04-24,Dahran,Active cases,55
2020-04-24,Dammam,Active cases,815
2020-04-24,Hafr Al Batin,Active cases,14
2020-04-24,Hardh,Active cases,0
2020-04-24,Hufof,Active cases,878
2020-04-24,Jubail,Active cases,204
2020-04-24,Khafji,Active cases,7
2020-04-24,Khobar,Active cases,126
2020-04-24,Mulayjah,Active cases,0
2020-04-24,Nairyah,Active cases,0
2020-04-24,Qaryat Al Ulya,Active cases,0
2020-04-24,Qatif,Active cases,17
2020-04-24,Ras Tanura,Active cases,10
2020-04-24,Safwa,Active cases,0
2020-04-24,Saihat,Active cases,2
2020-04-24,Salwa,Active cases,0
2020-04-24,Samodah,Active cases,0
2020-04-24,Urayarah,Active cases,0
2020-04-25,AL Oyoun,Active cases,0
2020-04-25,Adh Dhibiyyah,Active cases,0
2020-04-25,Al Batahaa,Active cases,0
2020-04-25,Al Jafr,Active cases,3
2020-04-25,Al Mubarraz,Active cases,2
2020-04-25,Al Qaysomah,Active cases,0
2020-04-25,Al Suyariah,Active cases,0
2020-04-25,Ar Ruqi,Active cases,0
2020-04-25,As Sufairy,Active cases,0
2020-04-25,Bqeeq,Active cases,19
2020-04-25,Dahran,Active cases,55
2020-04-25,Dammam,Active cases,859
2020-04-25,Hafr Al Batin,Active cases,16
2020-04-25,Hardh,Active cases,0
2020-04-25,Hufof,Active cases,894
2020-04-25,Jubail,Active cases,223
2020-04-25,Khafji,Active cases,7
2020-04-25,Khobar,Active cases,127
2020-04-25,Mulayjah,Active cases,0
2020-04-25,Nairyah,Active cases,0
2020-04-25,Qaryat Al Ulya,Active cases,0
2020-04-25,Qatif,Active cases,19
2020-04-25,Ras Tanura,Active cases,10
2020-04-25,Safwa,Active cases,0
2020-04-25,Saihat,Active cases,2
2020-04-25,Salwa,Active cases,0
2020-04-25,Samodah,Active cases,0
2020-04-25,Urayarah,Active cases,0
2020-04-26,AL Oyoun,Active cases,0
2020-04-26,Adh Dhibiyyah,Active cases,0
2020-04-26,Al Batahaa,Active cases,0
2020-04-26,Al Jafr,Active cases,3
2020-04-26,Al Mubarraz,Active cases,2
2020-04-26,Al Qaysomah,Active cases,0
2020-04-26,Al Suyariah,Active cases,0
2020-04-26,Ar Ruqi,Active cases,0
2020-04-26,As Sufairy,Active cases,0
2020-04-26,Bqeeq,Active cases,19
2020-04-26,Dahran,Active cases,55
2020-04-26,Dammam,Active cases,885
2020-04-26,Hafr Al Batin,Active cases,16
2020-04-26,Hardh,Active cases,0
2020-04-26,Hufof,Active cases,877
2020-04-26,Jubail,Active cases,330
2020-04-26,Khafji,Active cases,7
2020-04-26,Khobar,Active cases,177
2020-04-26,Mulayjah,Active cases,0
2020-04-26,Nairyah,Active cases,0
2020-04-26,Qaryat Al Ulya,Active cases,0
2020-04-26,Qatif,Active cases,26
2020-04-26,Ras Tanura,Active cases,10
2020-04-26,Safwa,Active cases,0
2020-04-26,Saihat,Active cases,2
2020-04-26,Salwa,Active cases,0
2020-04-26,Samodah,Active cases,0
2020-04-26,Urayarah,Active cases,0
2020-04-27,AL Oyoun,Active cases,0
2020-04-27,Adh Dhibiyyah,Active cases,0
2020-04-27,Al Batahaa,Active cases,0
2020-04-27,Al Jafr,Active cases,5
2020-04-27,Al Mubarraz,Active cases,2
2020-04-27,Al Qaysomah,Active cases,0
2020-04-27,Al Suyariah,Active cases,0
2020-04-27,Ar Ruqi,Active cases,0
2020-04-27,As Sufairy,Active cases,0
2020-04-27,Bqeeq,Active cases,20
2020-04-27,Dahran,Active cases,51
2020-04-27,Dammam,Active cases,920
2020-04-27,Hafr Al Batin,Active cases,17
2020-04-27,Hardh,Active cases,0
2020-04-27,Hufof,Active cases,876
2020-04-27,Jubail,Active cases,384
2020-04-27,Khafji,Active cases,1
2020-04-27,Khobar,Active cases,176
2020-04-27,Mulayjah,Active cases,0
2020-04-27,Nairyah,Active cases,0
2020-04-27,Qaryat Al Ulya,Active cases,0
2020-04-27,Qatif,Active cases,16
2020-04-27,Ras Tanura,Active cases,8
2020-04-27,Safwa,Active cases,0
2020-04-27,Saihat,Active cases,2
2020-04-27,Salwa,Active cases,0
2020-04-27,Samodah,Active cases,0
2020-04-27,Urayarah,Active cases,0
2020-04-28,AL Oyoun,Active cases,0
2020-04-28,Adh Dhibiyyah,Active cases,0
2020-04-28,Al Batahaa,Active cases,0
2020-04-28,Al Jafr,Active cases,6
2020-04-28,Al Mubarraz,Active cases,2
2020-04-28,Al Qaysomah,Active cases,0
2020-04-28,Al Suyariah,Active cases,0
2020-04-28,Ar Ruqi,Active cases,0
2020-04-28,As Sufairy,Active cases,0
2020-04-28,Bqeeq,Active cases,19
2020-04-28,Dahran,Active cases,51
2020-04-28,Dammam,Active cases,992
2020-04-28,Hafr Al Batin,Active cases,19
2020-04-28,Hardh,Active cases,0
2020-04-28,Hufof,Active cases,909
2020-04-28,Jubail,Active cases,406
2020-04-28,Khafji,Active cases,1
2020-04-28,Khobar,Active cases,211
2020-04-28,Mulayjah,Active cases,0
2020-04-28,Nairyah,Active cases,0
2020-04-28,Qaryat Al Ulya,Active cases,0
2020-04-28,Qatif,Active cases,20
2020-04-28,Ras Tanura,Active cases,8
2020-04-28,Safwa,Active cases,0
2020-04-28,Saihat,Active cases,2
2020-04-28,Salwa,Active cases,0
2020-04-28,Samodah,Active cases,0
2020-04-28,Urayarah,Active cases,0
2020-04-29,AL Oyoun,Active cases,0
2020-04-29,Adh Dhibiyyah,Active cases,0
2020-04-29,Al Batahaa,Active cases,0
2020-04-29,Al Jafr,Active cases,8
2020-04-29,Al Mubarraz,Active cases,2
2020-04-29,Al Qaysomah,Active cases,0
2020-04-29,Al Suyariah,Active cases,0
2020-04-29,Ar Ruqi,Active cases,0
2020-04-29,As Sufairy,Active cases,0
2020-04-29,Bqeeq,Active cases,19
2020-04-29,Dahran,Active cases,52
2020-04-29,Dammam,Active cases,1102
2020-04-29,Hafr Al Batin,Active cases,20
2020-04-29,Hardh,Active cases,0
2020-04-29,Hufof,Active cases,932
2020-04-29,Jubail,Active cases,441
2020-04-29,Khafji,Active cases,1
2020-04-29,Khobar,Active cases,218
2020-04-29,Mulayjah,Active cases,0
2020-04-29,Nairyah,Active cases,1
2020-04-29,Qaryat Al Ulya,Active cases,0
2020-04-29,Qatif,Active cases,43
2020-04-29,Ras Tanura,Active cases,11
2020-04-29,Safwa,Active cases,0
2020-04-29,Saihat,Active cases,2
2020-04-29,Salwa,Active cases,0
2020-04-29,Samodah,Active cases,0
2020-04-29,Urayarah,Active cases,0
2020-04-30,AL Oyoun,Active cases,0
2020-04-30,Adh Dhibiyyah,Active cases,0
2020-04-30,Al Batahaa,Active cases,0
2020-04-30,Al Jafr,Active cases,8
2020-04-30,Al Mubarraz,Active cases,2
2020-04-30,Al Qaysomah,Active cases,0
2020-04-30,Al Suyariah,Active cases,0
2020-04-30,Ar Ruqi,Active cases,0
2020-04-30,As Sufairy,Active cases,0
2020-04-30,Bqeeq,Active cases,20
2020-04-30,Dahran,Active cases,52
2020-04-30,Dammam,Active cases,1216
2020-04-30,Hafr Al Batin,Active cases,20
2020-04-30,Hardh,Active cases,0
2020-04-30,Hufof,Active cases,938
2020-04-30,Jubail,Active cases,612
2020-04-30,Khafji,Active cases,1
2020-04-30,Khobar,Active cases,246
2020-04-30,Mulayjah,Active cases,0
2020-04-30,Nairyah,Active cases,10
2020-04-30,Qaryat Al Ulya,Active cases,0
2020-04-30,Qatif,Active cases,33
2020-04-30,Ras Tanura,Active cases,14
2020-04-30,Safwa,Active cases,0
2020-04-30,Saihat,Active cases,0
2020-04-30,Salwa,Active cases,0
2020-04-30,Samodah,Active cases,0
2020-04-30,Urayarah,Active cases,0
2020-05-01,AL Oyoun,Active cases,0
2020-05-01,Adh Dhibiyyah,Active cases,0
2020-05-01,Al Batahaa,Active cases,0
2020-05-01,Al Jafr,Active cases,8
2020-05-01,Al Mubarraz,Active cases,2
2020-05-01,Al Qaysomah,Active cases,0
2020-05-01,Al Suyariah,Active cases,0
2020-05-01,Ar Ruqi,Active cases,0
2020-05-01,As Sufairy,Active cases,0
2020-05-01,Bqeeq,Active cases,24
2020-05-01,Dahran,Active cases,53
2020-05-01,Dammam,Active cases,1338
2020-05-01,Hafr Al Batin,Active cases,20
2020-05-01,Hardh,Active cases,0
2020-05-01,Hufof,Active cases,989
2020-05-01,Jubail,Active cases,691
2020-05-01,Khafji,Active cases,1
2020-05-01,Khobar,Active cases,322
2020-05-01,Mulayjah,Active cases,0
2020-05-01,Nairyah,Active cases,13
2020-05-01,Qaryat Al Ulya,Active cases,0
2020-05-01,Qatif,Active cases,29
2020-05-01,Ras Tanura,Active cases,23
2020-05-01,Safwa,Active cases,0
2020-05-01,Saihat,Active cases,0
2020-05-01,Salwa,Active cases,0
2020-05-01,Samodah,Active cases,0
2020-05-01,Urayarah,Active cases,0
2020-05-02,AL Oyoun,Active cases,0
2020-05-02,Adh Dhibiyyah,Active cases,0
2020-05-02,Al Batahaa,Active cases,0
2020-05-02,Al Jafr,Active cases,8
2020-05-02,Al Mubarraz,Active cases,0
2020-05-02,Al Qaysomah,Active cases,0
2020-05-02,Al Suyariah,Active cases,0
2020-05-02,Ar Ruqi,Active cases,0
2020-05-02,As Sufairy,Active cases,0
2020-05-02,Bqeeq,Active cases,24
2020-05-02,Dahran,Active cases,84
2020-05-02,Dammam,Active cases,1444
2020-05-02,Hafr Al Batin,Active cases,20
2020-05-02,Hardh,Active cases,0
2020-05-02,Hufof,Active cases,1026
2020-05-02,Jubail,Active cases,847
2020-05-02,Khafji,Active cases,1
2020-05-02,Khobar,Active cases,385
2020-05-02,Mulayjah,Active cases,0
2020-05-02,Nairyah,Active cases,19
2020-05-02,Qaryat Al Ulya,Active cases,7
2020-05-02,Qatif,Active cases,32
2020-05-02,Ras Tanura,Active cases,23
2020-05-02,Safwa,Active cases,109
2020-05-02,Saihat,Active cases,0
2020-05-02,Salwa,Active cases,1
2020-05-02,Samodah,Active cases,0
2020-05-02,Urayarah,Active cases,0
2020-05-03,AL Oyoun,Active cases,0
2020-05-03,Adh Dhibiyyah,Active cases,0
2020-05-03,Al Batahaa,Active cases,0
2020-05-03,Al Jafr,Active cases,12
2020-05-03,Al Mubarraz,Active cases,0
2020-05-03,Al Qaysomah,Active cases,0
2020-05-03,Al Suyariah,Active cases,0
2020-05-03,Ar Ruqi,Active cases,0
2020-05-03,As Sufairy,Active cases,0
2020-05-03,Bqeeq,Active cases,25
2020-05-03,Dahran,Active cases,88
2020-05-03,Dammam,Active cases,1684
2020-05-03,Hafr Al Batin,Active cases,21
2020-05-03,Hardh,Active cases,0
2020-05-03,Hufof,Active cases,1103
2020-05-03,Jubail,Active cases,1064
2020-05-03,Khafji,Active cases,1
2020-05-03,Khobar,Active cases,411
2020-05-03,Mulayjah,Active cases,0
2020-05-03,Nairyah,Active cases,27
2020-05-03,Qaryat Al Ulya,Active cases,7
2020-05-03,Qatif,Active cases,35
2020-05-03,Ras Tanura,Active cases,23
2020-05-03,Safwa,Active cases,122
2020-05-03,Saihat,Active cases,0
2020-05-03,Salwa,Active cases,1
2020-05-03,Samodah,Active cases,0
2020-05-03,Urayarah,Active cases,0
2020-05-04,AL Oyoun,Active cases,0
2020-05-04,Adh Dhibiyyah,Active cases,0
2020-05-04,Al Batahaa,Active cases,0
2020-05-04,Al Jafr,Active cases,12
2020-05-04,Al Mubarraz,Active cases,0
2020-05-04,Al Qaysomah,Active cases,0
2020-05-04,Al Suyariah,Active cases,0
2020-05-04,Ar Ruqi,Active cases,0
2020-05-04,As Sufairy,Active cases,0
2020-05-04,Bqeeq,Active cases,25
2020-05-04,Dahran,Active cases,81
2020-05-04,Dammam,Active cases,1735
2020-05-04,Hafr Al Batin,Active cases,21
2020-05-04,Hardh,Active cases,0
2020-05-04,Hufof,Active cases,1163
2020-05-04,Jubail,Active cases,1168
2020-05-04,Khafji,Active cases,1
2020-05-04,Khobar,Active cases,500
2020-05-04,Mulayjah,Active cases,0
2020-05-04,Nairyah,Active cases,41
2020-05-04,Qaryat Al Ulya,Active cases,19
2020-05-04,Qatif,Active cases,35
2020-05-04,Ras Tanura,Active cases,21
2020-05-04,Safwa,Active cases,122
2020-05-04,Saihat,Active cases,0
2020-05-04,Salwa,Active cases,1
2020-05-04,Samodah,Active cases,0
2020-05-04,Urayarah,Active cases,0
2020-05-05,AL Oyoun,Active cases,0
2020-05-05,Adh Dhibiyyah,Active cases,0
2020-05-05,Al Batahaa,Active cases,0
2020-05-05,Al Jafr,Active cases,15
2020-05-05,Al Mubarraz,Active cases,0
2020-05-05,Al Qaysomah,Active cases,0
2020-05-05,Al Suyariah,Active cases,0
2020-05-05,Ar Ruqi,Active cases,0
2020-05-05,As Sufairy,Active cases,0
2020-05-05,Bqeeq,Active cases,25
2020-05-05,Dahran,Active cases,82
2020-05-05,Dammam,Active cases,1763
2020-05-05,Hafr Al Batin,Active cases,21
2020-05-05,Hardh,Active cases,0
2020-05-05,Hufof,Active cases,1194
2020-05-05,Jubail,Active cases,1247
2020-05-05,Khafji,Active cases,2
2020-05-05,Khobar,Active cases,530
2020-05-05,Mulayjah,Active cases,0
2020-05-05,Nairyah,Active cases,41
2020-05-05,Qaryat Al Ulya,Active cases,22
2020-05-05,Qatif,Active cases,38
2020-05-05,Ras Tanura,Active cases,21
2020-05-05,Safwa,Active cases,122
2020-05-05,Saihat,Active cases,0
2020-05-05,Salwa,Active cases,2
2020-05-05,Samodah,Active cases,0
2020-05-05,Urayarah,Active cases,0
2020-05-06,AL Oyoun,Active cases,0
2020-05-06,Adh Dhibiyyah,Active cases,0
2020-05-06,Al Batahaa,Active cases,0
2020-05-06,Al Jafr,Active cases,16
2020-05-06,Al Mubarraz,Active cases,0
2020-05-06,Al Qaysomah,Active cases,0
2020-05-06,Al Suyariah,Active cases,0
2020-05-06,Ar Ruqi,Active cases,0
2020-05-06,As Sufairy,Active cases,0
2020-05-06,Bqeeq,Active cases,27
2020-05-06,Dahran,Active cases,83
2020-05-06,Dammam,Active cases,1922
2020-05-06,Hafr Al Batin,Active cases,27
2020-05-06,Hardh,Active cases,0
2020-05-06,Hufof,Active cases,1213
2020-05-06,Jubail,Active cases,1294
2020-05-06,Khafji,Active cases,2
2020-05-06,Khobar,Active cases,649
2020-05-06,Mulayjah,Active cases,0
2020-05-06,Nairyah,Active cases,41
2020-05-06,Qaryat Al Ulya,Active cases,22
2020-05-06,Qatif,Active cases,77
2020-05-06,Ras Tanura,Active cases,41
2020-05-06,Safwa,Active cases,124
2020-05-06,Saihat,Active cases,0
2020-05-06,Salwa,Active cases,6
2020-05-06,Samodah,Active cases,0
2020-05-06,Urayarah,Active cases,0
2020-05-07,AL Oyoun,Active cases,0
2020-05-07,Adh Dhibiyyah,Active cases,0
2020-05-07,Al Batahaa,Active cases,0
2020-05-07,Al Jafr,Active cases,18
2020-05-07,Al Mubarraz,Active cases,0
2020-05-07,Al Qaysomah,Active cases,0
2020-05-07,Al Suyariah,Active cases,0
2020-05-07,Ar Ruqi,Active cases,0
2020-05-07,As Sufairy,Active cases,0
2020-05-07,Bqeeq,Active cases,29
2020-05-07,Dahran,Active cases,84
2020-05-07,Dammam,Active cases,2035
2020-05-07,Hafr Al Batin,Active cases,27
2020-05-07,Hardh,Active cases,0
2020-05-07,Hufof,Active cases,1200
2020-05-07,Jubail,Active cases,1412
2020-05-07,Khafji,Active cases,2
2020-05-07,Khobar,Active cases,690
2020-05-07,Mulayjah,Active cases,0
2020-05-07,Nairyah,Active cases,42
2020-05-07,Qaryat Al Ulya,Active cases,22
2020-05-07,Qatif,Active cases,78
2020-05-07,Ras Tanura,Active cases,41
2020-05-07,Safwa,Active cases,127
2020-05-07,Saihat,Active cases,0
2020-05-07,Salwa,Active cases,6
2020-05-07,Samodah,Active cases,0
2020-05-07,Urayarah,Active cases,0
2020-05-08,AL Oyoun,Active cases,0
2020-05-08,Adh Dhibiyyah,Active cases,0
2020-05-08,Al Batahaa,Active cases,0
2020-05-08,Al Jafr,Active cases,18
2020-05-08,Al Mubarraz,Active cases,0
2020-05-08,Al Qaysomah,Active cases,0
2020-05-08,Al Suyariah,Active cases,0
2020-05-08,Ar Ruqi,Active cases,0
2020-05-08,As Sufairy,Active cases,0
2020-05-08,Bqeeq,Active cases,31
2020-05-08,Dahran,Active cases,90
2020-05-08,Dammam,Active cases,2130
2020-05-08,Hafr Al Batin,Active cases,27
2020-05-08,Hardh,Active cases,0
2020-05-08,Hufof,Active cases,1175
2020-05-08,Jubail,Active cases,1452
2020-05-08,Khafji,Active cases,4
2020-05-08,Khobar,Active cases,721
2020-05-08,Mulayjah,Active cases,3
2020-05-08,Nairyah,Active cases,46
2020-05-08,Qaryat Al Ulya,Active cases,22
2020-05-08,Qatif,Active cases,89
2020-05-08,Ras Tanura,Active cases,48
2020-05-08,Safwa,Active cases,136
2020-05-08,Saihat,Active cases,0
2020-05-08,Salwa,Active cases,7
2020-05-08,Samodah,Active cases,0
2020-05-08,Urayarah,Active cases,0
2020-05-09,AL Oyoun,Active cases,0
2020-05-09,Adh Dhibiyyah,Active cases,0
2020-05-09,Al Batahaa,Active cases,0
2020-05-09,Al Jafr,Active cases,18
2020-05-09,Al Mubarraz,Active cases,0
2020-05-09,Al Qaysomah,Active cases,0
2020-05-09,Al Suyariah,Active cases,0
2020-05-09,Ar Ruqi,Active cases,0
2020-05-09,As Sufairy,Active cases,0
2020-05-09,Bqeeq,Active cases,31
2020-05-09,Dahran,Active cases,74
2020-05-09,Dammam,Active cases,2106
2020-05-09,Hafr Al Batin,Active cases,26
2020-05-09,Hardh,Active cases,0
2020-05-09,Hufof,Active cases,1212
2020-05-09,Jubail,Active cases,1388
2020-05-09,Khafji,Active cases,3
2020-05-09,Khobar,Active cases,634
2020-05-09,Mulayjah,Active cases,3
2020-05-09,Nairyah,Active cases,46
2020-05-09,Qaryat Al Ulya,Active cases,22
2020-05-09,Qatif,Active cases,105
2020-05-09,Ras Tanura,Active cases,48
2020-05-09,Safwa,Active cases,136
2020-05-09,Saihat,Active cases,0
2020-05-09,Salwa,Active cases,7
2020-05-09,Samodah,Active cases,0
2020-05-09,Urayarah,Active cases,0
2020-05-10,AL Oyoun,Active cases,0
2020-05-10,Adh Dhibiyyah,Active cases,0
2020-05-10,Al Batahaa,Active cases,0
2020-05-10,Al Jafr,Active cases,15
2020-05-10,Al Mubarraz,Active cases,0
2020-05-10,Al Qaysomah,Active cases,0
2020-05-10,Al Suyariah,Active cases,0
2020-05-10,Ar Ruqi,Active cases,0
2020-05-10,As Sufairy,Active cases,0
2020-05-10,Bqeeq,Active cases,38
2020-05-10,Dahran,Active cases,79
