Daily / Cumulative;Indicator;Date;Event;region;City;Cases
Cumulative;Cases;2020-05-04;;Tabuk;Duba;5
Cumulative;Cases;2020-05-04;;Mecca;Dhalm;1
Cumulative;Cases;2020-05-05;;Tabuk;Al Wajh;6
Cumulative;Cases;2020-05-05;;Riyadh;Layla;2
Cumulative;Cases;2020-05-05;;Eastern Region;Hufof;1473
Cumulative;Cases;2020-05-05;;Mecca;Turbah;2
Cumulative;Cases;2020-05-05;;Al Bahah;Al Makhwa;18
Cumulative;Cases;2020-05-05;;Al Jouf;Domat Al Jandal;1
Cumulative;Cases;2020-05-05;;Riyadh;Al Quwaiiyah;2
Cumulative;Cases;2020-05-05;;Qassim;Al Hanakia;3
Cumulative;Cases;2020-05-05;;Mecca;Mecca;7156
Cumulative;Cases;2020-05-05;;Tabuk;Tabuk;276
Cumulative;Cases;2020-05-05;;Eastern Region;Al Mubarraz;2
Cumulative;Cases;2020-05-05;;Eastern Region;Jubail;1290
Cumulative;Cases;2020-05-05;;Mecca;Qiya;3
Cumulative;Cases;2020-05-05;;Medina;Mahd Al Dhahab;3
Cumulative;Cases;2020-05-05;;Eastern Region;Al Jafr;18
Cumulative;Cases;2020-05-05;;Asir;Khamis Mushait;86
Cumulative;Cases;2020-05-05;;Jazan;Abu Arish;10
Cumulative;Cases;2020-05-05;;Mecca;Jeddah;5345
Cumulative;Cases;2020-05-05;;Eastern Region;Bqeeq;27
Cumulative;Cases;2020-05-05;;Jazan;Al Tuwal;5
Cumulative;Cases;2020-05-05;;Jazan;Addarb;1
Cumulative;Cases;2020-05-05;;Mecca;Al Lith;4
Cumulative;Cases;2020-05-05;;Eastern Region;Khafji;16
Cumulative;Cases;2020-05-05;;Eastern Region;Dahran;130
Cumulative;Cases;2020-05-05;;Asir;Al Madda;1
Cumulative;Cases;2020-05-05;;Mecca;Dhalm;1
Cumulative;Cases;2020-05-05;;Jazan;Aridah;15
Cumulative;Cases;2020-05-05;;Mecca;Al Muwayh;5
Cumulative;Cases;2020-05-06;;Eastern Region;Hufof;1513
Cumulative;Cases;2020-05-06;;Mecca;Turbah;2
Cumulative;Cases;2020-05-06;;Northern Borders;Arar;34
Cumulative;Cases;2020-05-06;;Riyadh;Sajer;18
Cumulative;Cases;2020-05-06;;Mecca;Umm Aldoom;1
Cumulative;Cases;2020-05-06;;Eastern Region;Salwa;6
Cumulative;Cases;2020-05-06;;Eastern Region;Jubail;1338
Cumulative;Cases;2020-05-06;;Mecca;Qiya;3
Cumulative;Cases;2020-05-06;;Mecca;Jeddah;5660
Cumulative;Cases;2020-05-06;;Asir;Muhayil Aseer;11
Cumulative;Cases;2020-05-06;;Jazan;Al Tuwal;5
Cumulative;Cases;2020-05-06;;Asir;Thurayban;7
Cumulative;Cases;2020-05-06;;Mecca;Alhada;17
Cumulative;Cases;2020-05-06;;Eastern Region;Khafji;16
Cumulative;Cases;2020-05-06;;Eastern Region;Dahran;132
Cumulative;Cases;2020-05-06;;Asir;Al Majarda;41
Cumulative;Cases;2020-05-06;;Mecca;Khulais;48
Cumulative;Cases;2020-05-07;;Mecca;Adham;10
Cumulative;Cases;2020-05-07;;Mecca;Taif;760
Cumulative;Cases;2020-05-07;;Northern Borders;Arar;35
Cumulative;Cases;2020-05-07;;Mecca;Al Kamil;1
Cumulative;Cases;2020-05-07;;Najran;Sharorah;7
Cumulative;Cases;2020-05-07;;Qassim;Ar Rass;6
Cumulative;Cases;2020-05-07;;Riyadh;Muzahmiya;20
Cumulative;Cases;2020-05-07;;Mecca;Mecca;7656
Cumulative;Cases;2020-05-07;;Qassim;Al Bukayriyah;14
Cumulative;Cases;2020-05-07;;Qassim;Riyadh Al Khabra;1
Cumulative;Cases;2020-05-07;;Mecca;Al Qunfudhah;54
Cumulative;Cases;2020-05-07;;Eastern Region;Khobar;747
Cumulative;Cases;2020-05-07;;Mecca;Bani Malek;1
Cumulative;Cases;2020-05-07;;Eastern Region;Bqeeq;31
Cumulative;Cases;2020-05-07;;Mecca;Al Hadban;8
Cumulative;Cases;2020-05-07;;Eastern Region;Saihat;2
Cumulative;Cases;2020-05-07;;Qassim;Al Badayea;3
Cumulative;Cases;2020-05-07;;Eastern Region;Ras Tanura;57
Cumulative;Cases;2020-05-07;;Eastern Region;Dahran;133
Cumulative;Cases;2020-05-07;;Asir;Al Madda;1
Cumulative;Cases;2020-05-07;;Mecca;Dhalm;1
Cumulative;Cases;2020-05-07;;Jazan;Aridah;15
Cumulative;Cases;2020-05-08;;Hail;Ha'il;34
Cumulative;Cases;2020-05-08;;Hail;Al Ghazalah;1
Cumulative;Cases;2020-05-08;;Riyadh;Al Majmaah;4
Cumulative;Cases;2020-05-08;;Riyadh;Layla;2
Cumulative;Cases;2020-05-08;;Eastern Region;Hufof;1604
Cumulative;Cases;2020-05-08;;Mecca;Turbah;2
Cumulative;Cases;2020-05-08;;Eastern Region;Safwa;136
Cumulative;Cases;2020-05-08;;Asir;Sarat Ubaida;1
Cumulative;Cases;2020-05-08;;Riyadh;Al Quwaiiyah;2
Cumulative;Cases;2020-05-08;;Asir;Abha;44
Cumulative;Cases;2020-05-08;;Hail;Al Shamly;1
Cumulative;Cases;2020-05-08;;Eastern Region;Nairyah;47
Cumulative;Cases;2020-05-08;;Eastern Region;Jubail;1527
Cumulative;Cases;2020-05-08;;Riyadh;Diriyah;124
Cumulative;Cases;2020-05-08;;Eastern Region;Khobar;801
Cumulative;Cases;2020-05-08;;Eastern Region;Bqeeq;33
Cumulative;Cases;2020-05-08;;Al Bahah;Al Aqiq;1
Cumulative;Cases;2020-05-08;;Northern Borders;Rafha;6
Cumulative;Cases;2020-05-08;;Jazan;Addarb;1
Cumulative;Cases;2020-05-08;;Asir;Al Majarda;43
Cumulative;Cases;2020-05-08;;Asir;Al Madda;1
Cumulative;Cases;2020-05-09;;Riyadh;Thadiq;1
Cumulative;Cases;2020-05-09;;Hail;Al Ghazalah;1
Cumulative;Cases;2020-05-09;;Eastern Region;Hufof;1676
Cumulative;Cases;2020-05-09;;Mecca;Taif;895
Cumulative;Cases;2020-05-09;;Qassim;Buraydah;232
Cumulative;Cases;2020-05-09;;Qassim;Ar Rass;6
Cumulative;Cases;2020-05-09;;Riyadh;Riyadh;6316
Cumulative;Cases;2020-05-09;;Tabuk;Tabuk;318
Cumulative;Cases;2020-05-09;;Hail;Al Shamly;1
Cumulative;Cases;2020-05-09;;Riyadh;Az Zulfi;91
Cumulative;Cases;2020-05-09;;Mecca;Qiya;3
Cumulative;Cases;2020-05-09;;Riyadh;Howtat Sudair;1
Cumulative;Cases;2020-05-09;;Asir;Khamis Mushait;91
Cumulative;Cases;2020-05-09;;Jazan;Al Aydabi;1
Cumulative;Cases;2020-05-09;;Mecca;Al Qunfudhah;106
Cumulative;Cases;2020-05-09;;Mecca;Hadda;88
Cumulative;Cases;2020-05-09;;Najran;Najran;32
Cumulative;Cases;2020-05-09;;Eastern Region;Bqeeq;33
Cumulative;Cases;2020-05-09;;Asir;Muhayil Aseer;24
Cumulative;Cases;2020-05-09;;Jazan;Al Tuwal;5
Cumulative;Cases;2020-05-09;;Eastern Region;Mulayjah;3
Cumulative;Cases;2020-05-09;;Jazan;Baish;621
Cumulative;Cases;2020-05-09;;Mecca;Al Muzaylif;4
Cumulative;Cases;2020-05-09;;Jazan;Addarb;1
Cumulative;Cases;2020-05-09;;Mecca;Khulais;49
Cumulative;Cases;2020-05-09;;Al Bahah;Al Mandaq;6
Cumulative;Cases;2020-05-10;;Tabuk;Al Wajh;6
Cumulative;Cases;2020-05-10;;Hail;Al Ghazalah;1
Cumulative;Cases;2020-05-10;;Riyadh;Layla;3
Cumulative;Cases;2020-05-10;;Mecca;Turbah;2
Cumulative;Cases;2020-05-10;;Riyadh;Muzahmiya;21
Cumulative;Cases;2020-05-10;;Eastern Region;Qatif;346
Cumulative;Cases;2020-05-10;;Mecca;Al Sehen;1
Cumulative;Cases;2020-05-10;;Eastern Region;Dammam;2740
Cumulative;Cases;2020-05-10;;Mecca;Umm Aldoom;1
Cumulative;Cases;2020-05-10;;Mecca;Qiya;3
Cumulative;Cases;2020-05-10;;Riyadh;Howtat Sudair;1
Cumulative;Cases;2020-05-10;;Riyadh;Howtat Bani Tamim;5
Cumulative;Cases;2020-05-10;;Mecca;Maisan;3
Cumulative;Cases;2020-05-10;;Mecca;Jeddah;6908
Cumulative;Cases;2020-05-10;;Mecca;Al Khurma;2
Cumulative;Cases;2020-05-10;;Asir;Muhayil Aseer;25
Cumulative;Cases;2020-05-10;;Jazan;Samtah;8
Cumulative;Cases;2020-05-10;;Mecca;Alhada;17
Cumulative;Cases;2020-05-10;;Tabuk;Qurayyat;32
Cumulative;Cases;2020-05-10;;Qassim;Al Badayea;4
Cumulative;Cases;2020-05-10;;Eastern Region;Khafji;18
Cumulative;Cases;2020-05-10;;Asir;Al Majarda;61
Cumulative;Cases;2020-05-10;;Mecca;Khulais;49
Cumulative;Cases;2020-05-11;;Medina;Wadi Al Fara'a;25
Cumulative;Cases;2020-05-11;;Al Jouf;Tabarjal;3
Cumulative;Cases;2020-05-11;;Qassim;Buraydah;248
Cumulative;Cases;2020-05-11;;Asir;Namira;1
Cumulative;Cases;2020-05-11;;Qassim;Al Hanakia;3
Cumulative;Cases;2020-05-11;;Asir;Abha;49
Cumulative;Cases;2020-05-11;;Eastern Region;Dammam;2818
Cumulative;Cases;2020-05-11;;Hail;Al Shamly;1
Cumulative;Cases;2020-05-11;;Eastern Region;Jubail;1639
Cumulative;Cases;2020-05-11;;Riyadh;Diriyah;159
Cumulative;Cases;2020-05-11;;Riyadh;Ad Dilam;6
Cumulative;Cases;2020-05-11;;Northern Borders;Hazm Al Jalamid;18
Cumulative;Cases;2020-05-11;;Asir;Bisha;102
Cumulative;Cases;2020-05-11;;Mecca;Bani Malek;1
Cumulative;Cases;2020-05-11;;Eastern Region;Saihat;2
Cumulative;Cases;2020-05-11;;Jazan;Samtah;8
Cumulative;Cases;2020-05-11;;Eastern Region;Khafji;18
Cumulative;Cases;2020-05-11;;Eastern Region;Dahran;173
Cumulative;Cases;2020-05-11;;Medina;Medina;6457
Cumulative;Cases;2020-05-11;;Mecca;Dhalm;1
Cumulative;Cases;2020-05-12;;Mecca;Rabigh;28
Cumulative;Cases;2020-05-12;;Medina;Wadi Al Fara'a;25
Cumulative;Cases;2020-05-12;;Mecca;Adham;11
Cumulative;Cases;2020-05-12;;Mecca;Al Kamil;1
Cumulative;Cases;2020-05-12;;Al Bahah;Baljurashi;7
Cumulative;Cases;2020-05-12;;Qassim;Unayzah;104
Cumulative;Cases;2020-05-12;;Qassim;Al Hanakia;3
Cumulative;Cases;2020-05-12;;Al Bahah;Al Bahah;48
Cumulative;Cases;2020-05-12;;Northern Borders;Al Judayyidah;40
Cumulative;Cases;2020-05-12;;Riyadh;Howtat Sudair;3
Cumulative;Cases;2020-05-12;;Riyadh;Howtat Bani Tamim;9
Cumulative;Cases;2020-05-12;;Asir;Khamis Mushait;100
Cumulative;Cases;2020-05-12;;Jazan;Abu Arish;10
Cumulative;Cases;2020-05-12;;Asir;Bisha;102
Cumulative;Cases;2020-05-12;;Medina;Khaybar;1
Cumulative;Cases;2020-05-12;;Mecca;Al Khurma;5
Cumulative;Cases;2020-05-12;;Jazan;Al Tuwal;5
Cumulative;Cases;2020-05-12;;Jazan;Jazan;68
Cumulative;Cases;2020-05-12;;Jazan;Samtah;8
Cumulative;Cases;2020-05-12;;Asir;Thurayban;10
Cumulative;Cases;2020-05-12;;Eastern Region;Mulayjah;3
Cumulative;Cases;2020-05-12;;Asir;Ahad Rafidah;4
Cumulative;Cases;2020-05-12;;Jazan;Addarb;1
Cumulative;Cases;2020-05-12;;Asir;Al Madda;1
Cumulative;Cases;2020-05-12;;Mecca;Khulais;49
Cumulative;Cases;2020-05-12;;Medina;Medina;6521
Cumulative;Cases;2020-05-12;;Mecca;Dhalm;1
Cumulative;Cases;2020-05-12;;Riyadh;Ar Rayn;1
Cumulative;Cases;2020-05-13;;Asir;Sabt Al Alayah;9
Cumulative;Cases;2020-05-13;;Riyadh;Thadiq;12
Cumulative;Cases;2020-05-13;;Riyadh;Al Majmaah;104
Cumulative;Cases;2020-05-13;;Northern Borders;Arar;35
Cumulative;Cases;2020-05-13;;Riyadh;Shaqra;1
Cumulative;Cases;2020-05-13;;Qassim;Al Bukayriyah;14
Cumulative;Cases;2020-05-13;;Eastern Region;Salwa;11
Cumulative;Cases;2020-05-13;;Eastern Region;Jubail;1696
Cumulative;Cases;2020-05-13;;Mecca;Qiya;3
Cumulative;Cases;2020-05-13;;Mecca;Thuwal;1
Cumulative;Cases;2020-05-13;;Riyadh;Diriyah;188
Cumulative;Cases;2020-05-13;;Riyadh;Howtat Bani Tamim;9
Cumulative;Cases;2020-05-13;;Asir;Khamis Mushait;103
Cumulative;Cases;2020-05-13;;Mecca;Al Qunfudhah;121
Cumulative;Cases;2020-05-13;;Mecca;Maisan;3
Cumulative;Cases;2020-05-13;;Eastern Region;Hafr Al Batin;34
Cumulative;Cases;2020-05-13;;Riyadh;Huraymila;1
Cumulative;Cases;2020-05-13;;Mecca;Alhada;21
Cumulative;Cases;2020-05-13;;Tabuk;Qurayyat;33
Cumulative;Cases;2020-05-13;;Eastern Region;Mulayjah;3
Cumulative;Cases;2020-05-13;;Mecca;Al Muzaylif;11
Cumulative;Cases;2020-05-13;;Jazan;Addarb;1
Cumulative;Cases;2020-05-13;;Eastern Region;Khafji;20
Cumulative;Cases;2020-05-13;;Asir;Al Madda;1
Cumulative;Cases;2020-05-13;;Mecca;Khulais;49
Cumulative;Cases;2020-05-13;;Medina;Medina;6768
Cumulative;Cases;2020-05-13;;Asir;Tathleeth;1
Cumulative;Cases;2020-05-14;;Tabuk;Al Wajh;7
Cumulative;Cases;2020-05-14;;Hail;Al Ghazalah;1
Cumulative;Cases;2020-05-14;;Medina;Yanbu;259
Cumulative;Cases;2020-05-14;;Mecca;Adham;11
Cumulative;Cases;2020-05-14;;Qassim;Buraydah;283
Cumulative;Cases;2020-05-14;;Al Bahah;Baljurashi;8
Cumulative;Cases;2020-05-14;;Najran;Sharorah;12
Cumulative;Cases;2020-05-14;;Qassim;Uqlat as Suqur;3
Cumulative;Cases;2020-05-14;;Riyadh;Muzahmiya;24
Cumulative;Cases;2020-05-14;;Al Bahah;Al Bahah;48
Cumulative;Cases;2020-05-14;;Northern Borders;Al Judayyidah;40
Cumulative;Cases;2020-05-14;;Qassim;Al Mithnab;24
Cumulative;Cases;2020-05-14;;Hail;Al Shamly;1
Cumulative;Cases;2020-05-14;;Eastern Region;Al Mubarraz;2
Cumulative;Cases;2020-05-14;;Eastern Region;Jubail;1752
Cumulative;Cases;2020-05-14;;Riyadh;Howtat Bani Tamim;10
Cumulative;Cases;2020-05-14;;Mecca;Al Hadban;8
Cumulative;Cases;2020-05-14;;Asir;Muhayil Aseer;43
Cumulative;Cases;2020-05-14;;Jazan;Al Tuwal;5
Cumulative;Cases;2020-05-14;;Tabuk;Qurayyat;34
Cumulative;Cases;2020-05-14;;Jazan;Baish;683
Cumulative;Cases;2020-05-14;;Mecca;Al Muzaylif;16
Cumulative;Cases;2020-05-14;;Mecca;Al Lith;7
Cumulative;Cases;2020-05-14;;Riyadh;Marat;1
Cumulative;Cases;2020-05-14;;Mecca;Khulais;49
Cumulative;Cases;2020-05-14;;Medina;Medina;6920
Cumulative;Cases;2020-05-15;;Riyadh;Thadiq;15
Cumulative;Cases;2020-05-15;;Eastern Region;Hufof;2241
Cumulative;Cases;2020-05-15;;Northern Borders;Arar;38
Cumulative;Cases;2020-05-15;;Al Jouf;Domat Al Jandal;5
Cumulative;Cases;2020-05-15;;Riyadh;Riyadh;9688
Cumulative;Cases;2020-05-15;;Mecca;Al Sehen;12
Cumulative;Cases;2020-05-15;;Hail;Al Shamly;1
Cumulative;Cases;2020-05-15;;Medina;Mahd Al Dhahab;12
Cumulative;Cases;2020-05-15;;Jazan;Abu Arish;10
Cumulative;Cases;2020-05-15;;Najran;Najran;39
Cumulative;Cases;2020-05-15;;Eastern Region;Khobar;1105
Cumulative;Cases;2020-05-15;;Al Bahah;Al Qara;30
Cumulative;Cases;2020-05-15;;Tabuk;Tayma;1
Cumulative;Cases;2020-05-15;;Tabuk;Qurayyat;35
Cumulative;Cases;2020-05-15;;Mecca;Al Muzaylif;16
Cumulative;Cases;2020-05-15;;Qassim;Al Badayea;5
Cumulative;Cases;2020-05-15;;Mecca;Al Muwayh;5
Cumulative;Cases;2020-05-16;;Mecca;Rabigh;29
Cumulative;Cases;2020-05-16;;Jazan;Al Qouz;6
Cumulative;Cases;2020-05-16;;Jazan;Addayer Bani Malik;1
Cumulative;Cases;2020-05-16;;Mecca;Al Kamil;1
Cumulative;Cases;2020-05-16;;Riyadh;Shaqra;6
Cumulative;Cases;2020-05-16;;Riyadh;Riyadh;10176
Cumulative;Cases;2020-05-16;;Qassim;Al Hanakia;3
Cumulative;Cases;2020-05-16;;Mecca;Al Sehen;12
Cumulative;Cases;2020-05-16;;Mecca;Umm Aldoom;2
Cumulative;Cases;2020-05-16;;Mecca;Thuwal;1
Cumulative;Cases;2020-05-16;;Northern Borders;Hazm Al Jalamid;27
Cumulative;Cases;2020-05-16;;Asir;Bisha;128
Cumulative;Cases;2020-05-16;;Tabuk;Umluj;41
Cumulative;Cases;2020-05-16;;Riyadh;Dhurma;12
Cumulative;Cases;2020-05-16;;Mecca;Bani Malek;1
Cumulative;Cases;2020-05-16;;Jazan;Sabya;59
Cumulative;Cases;2020-05-16;;Medina;Al Ais;7
Cumulative;Cases;2020-05-16;;Asir;Thurayban;26
Cumulative;Cases;2020-05-16;;Tabuk;Tayma;1
Cumulative;Cases;2020-05-16;;Jazan;Addarb;1
Cumulative;Cases;2020-05-16;;Qassim;Al Badayea;6
Cumulative;Cases;2020-05-16;;Asir;Al Majarda;63
Cumulative;Cases;2020-05-16;;Mecca;Al Muwayh;5
Cumulative;Cases;2020-05-17;;Hail;Al Ghazalah;2
Cumulative;Cases;2020-05-17;;Riyadh;Layla;8
Cumulative;Cases;2020-05-17;;Northern Borders;Arar;40
Cumulative;Cases;2020-05-17;;Qassim;Buraydah;337
Cumulative;Cases;2020-05-17;;Eastern Region;Qaryat Al Ulya;26
Cumulative;Cases;2020-05-17;;Riyadh;Muzahmiya;26
Cumulative;Cases;2020-05-17;;Qassim;Al Hanakia;3
Cumulative;Cases;2020-05-17;;Al Jouf;Al Sulaimaniah;1
Cumulative;Cases;2020-05-17;;Mecca;Al Sehen;30
Cumulative;Cases;2020-05-17;;Eastern Region;Dammam;3846
Cumulative;Cases;2020-05-17;;Riyadh;Tumair;1
Cumulative;Cases;2020-05-17;;Riyadh;Diriyah;391
Cumulative;Cases;2020-05-17;;Northern Borders;Hazm Al Jalamid;50
Cumulative;Cases;2020-05-17;;Qassim;Riyadh Al Khabra;2
Cumulative;Cases;2020-05-17;;Jazan;Abu Arish;10
Cumulative;Cases;2020-05-17;;Al Bahah;Qilwah;1
Cumulative;Cases;2020-05-17;;Mecca;Maisan;3
Cumulative;Cases;2020-05-17;;Riyadh;Dhurma;12
Cumulative;Cases;2020-05-17;;Riyadh;Al Sulayyil;5
Cumulative;Cases;2020-05-17;;Mecca;Alqarei;20
Cumulative;Cases;2020-05-17;;Medina;Al Ais;7
Cumulative;Cases;2020-05-17;;Jazan;Samtah;11
Cumulative;Cases;2020-05-17;;Riyadh;Huraymila;1
Cumulative;Cases;2020-05-17;;Riyadh;Wuthaylan;2
Cumulative;Cases;2020-05-17;;Northern Borders;Rafha;11
Cumulative;Cases;2020-05-17;;Jazan;Addarb;1
Cumulative;Cases;2020-05-17;;Qassim;Al Badayea;6
Cumulative;Cases;2020-05-17;;Asir;Al Madda;1
Cumulative;Cases;2020-05-17;;Jazan;Aridah;15
Cumulative;Cases;2020-05-17;;Riyadh;Ar Rayn;16
Cumulative;Cases;2020-05-17;;Mecca;Al Muwayh;5
Cumulative;Cases;2020-05-18;;Asir;Sabt Al Alayah;17
Cumulative;Cases;2020-05-18;;Medina;Wadi Al Fara'a;31
Cumulative;Cases;2020-05-18;;Al Jouf;Tabarjal;4
Cumulative;Cases;2020-05-18;;Mecca;Turbah;2
Cumulative;Cases;2020-05-18;;Mecca;Taif;1409
Cumulative;Cases;2020-05-18;;Northern Borders;Arar;43
Cumulative;Cases;2020-05-18;;Al Bahah;Baljurashi;8
Cumulative;Cases;2020-05-18;;Qassim;Uqlat as Suqur;4
Cumulative;Cases;2020-05-18;;Riyadh;Shaqra;18
Cumulative;Cases;2020-05-18;;Asir;Namira;13
Cumulative;Cases;2020-05-18;;Al Bahah;Al Makhwa;20
Cumulative;Cases;2020-05-18;;Riyadh;Al Quwaiiyah;10
Cumulative;Cases;2020-05-18;;Al Jouf;Sakakah;11
Cumulative;Cases;2020-05-18;;Northern Borders;Al Judayyidah;47
Cumulative;Cases;2020-05-18;;Mecca;Al Sehen;30
Cumulative;Cases;2020-05-18;;Hail;Al Shamly;1
Cumulative;Cases;2020-05-18;;Riyadh;Howtat Sudair;5
Cumulative;Cases;2020-05-18;;Northern Borders;Hazm Al Jalamid;68
Cumulative;Cases;2020-05-18;;Eastern Region;Khobar;1326
Cumulative;Cases;2020-05-18;;Mecca;Al Hadban;8
Cumulative;Cases;2020-05-18;;Eastern Region;Hafr Al Batin;67
Cumulative;Cases;2020-05-18;;Riyadh;Wuthaylan;2
Cumulative;Cases;2020-05-18;;Mecca;Al Muzaylif;21
Cumulative;Cases;2020-05-18;;Riyadh;Marat;3
Cumulative;Cases;2020-05-18;;Tabuk;Duba;20
Cumulative;Cases;2020-05-18;;Asir;Al Majarda;63
Cumulative;Cases;2020-05-18;;Mecca;Khulais;57
Cumulative;Cases;2020-05-18;;Jazan;Aridah;15
Cumulative;Cases;2020-05-18;;Riyadh;Ar Rayn;16
Cumulative;Cases;2020-05-18;;Mecca;Al Muwayh;5
Cumulative;Cases;2020-05-19;;Riyadh;Thadiq;18
Cumulative;Cases;2020-05-19;;Hail;Al Ghazalah;2
Cumulative;Cases;2020-05-19;;Riyadh;Al Majmaah;121
Cumulative;Cases;2020-05-19;;Mecca;Rabigh;31
Cumulative;Cases;2020-05-19;;Jazan;Al Qouz;12
Cumulative;Cases;2020-05-19;;Jazan;Addayer Bani Malik;1
Cumulative;Cases;2020-05-19;;Qassim;Buraydah;373
Cumulative;Cases;2020-05-19;;Najran;Sharorah;43
Cumulative;Cases;2020-05-19;;Qassim;Ar Rass;9
Cumulative;Cases;2020-05-19;;Qassim;Unayzah;112
Cumulative;Cases;2020-05-19;;Al Jouf;Al Sulaimaniah;1
Cumulative;Cases;2020-05-19;;Al Bahah;Al Bahah;51
Cumulative;Cases;2020-05-19;;Tabuk;Tabuk;583
Cumulative;Cases;2020-05-19;;Al Jouf;Sakakah;14
Cumulative;Cases;2020-05-19;;Northern Borders;Al Judayyidah;50
Cumulative;Cases;2020-05-19;;Hail;Al Shamly;1
Cumulative;Cases;2020-05-19;;Eastern Region;Nairyah;64
Cumulative;Cases;2020-05-19;;Mecca;Thuwal;2
Cumulative;Cases;2020-05-19;;Riyadh;Al Duwadimi;5
Cumulative;Cases;2020-05-19;;Riyadh;Diriyah;481
Cumulative;Cases;2020-05-19;;Riyadh;Howtat Bani Tamim;22
Cumulative;Cases;2020-05-19;;Asir;Khamis Mushait;144
Cumulative;Cases;2020-05-19;;Jazan;Abu Arish;10
Cumulative;Cases;2020-05-19;;Asir;Bisha;132
Cumulative;Cases;2020-05-19;;Jazan;Al Aydabi;2
Cumulative;Cases;2020-05-19;;Tabuk;Haql;1
Cumulative;Cases;2020-05-19;;Al Bahah;Al Qara;34
Cumulative;Cases;2020-05-19;;Mecca;Bani Malek;1
Cumulative;Cases;2020-05-19;;Eastern Region;Bqeeq;105
Cumulative;Cases;2020-05-19;;Medina;Khaybar;4
Cumulative;Cases;2020-05-19;;Tabuk;Shuwaq;1
Cumulative;Cases;2020-05-19;;Riyadh;Ar Ruwaydah;5
Cumulative;Cases;2020-05-19;;Mecca;Al Khurma;14
Cumulative;Cases;2020-05-19;;Eastern Region;Hafr Al Batin;73
Cumulative;Cases;2020-05-19;;Jazan;Baish;712
Cumulative;Cases;2020-05-19;;Asir;Ahad Rafidah;7
Cumulative;Cases;2020-05-19;;Northern Borders;Rafha;13
Cumulative;Cases;2020-05-19;;Mecca;Al Lith;9
Cumulative;Cases;2020-05-19;;Mecca;Khulais;63
Cumulative;Cases;2020-05-20;;Tabuk;Al Wajh;10
Cumulative;Cases;2020-05-20;;Riyadh;Thadiq;19
Cumulative;Cases;2020-05-20;;Hail;Al Ghazalah;2
Cumulative;Cases;2020-05-20;;Jazan;Addayer Bani Malik;1
Cumulative;Cases;2020-05-20;;Mecca;Adham;11
Cumulative;Cases;2020-05-20;;Mecca;Turbah;2
Cumulative;Cases;2020-05-20;;Mecca;Taif;1522
Cumulative;Cases;2020-05-20;;Northern Borders;Arar;60
Cumulative;Cases;2020-05-20;;Eastern Region;Qaryat Al Ulya;26
Cumulative;Cases;2020-05-20;;Asir;Rejal Almaa;6
Cumulative;Cases;2020-05-20;;Al Bahah;Al Bahah;52
Cumulative;Cases;2020-05-20;;Mecca;Al Sehen;34
Cumulative;Cases;2020-05-20;;Qassim;Al Bukayriyah;20
Cumulative;Cases;2020-05-20;;Eastern Region;Salwa;12
Cumulative;Cases;2020-05-20;;Mecca;Thuwal;2
Cumulative;Cases;2020-05-20;;Medina;Mahd Al Dhahab;16
Cumulative;Cases;2020-05-20;;Al Jouf;Al Hadithah Border Station;26
Cumulative;Cases;2020-05-20;;Jazan;Abu Arish;10
Cumulative;Cases;2020-05-20;;Eastern Region;Khobar;1422
Cumulative;Cases;2020-05-20;;Medina;Al Ais;7
Cumulative;Cases;2020-05-20;;Tabuk;Tayma;1
Cumulative;Cases;2020-05-20;;Riyadh;Wuthaylan;2
Cumulative;Cases;2020-05-20;;Eastern Region;Dahran;399
Cumulative;Cases;2020-05-20;;Tabuk;Duba;54
Cumulative;Cases;2020-05-20;;Medina;Medina;8572
Cumulative;Cases;2020-05-20;;Riyadh;Ar Rayn;18
Cumulative;Cases;2020-05-20;;Mecca;Al Muwayh;5
Cumulative;Cases;2020-05-21;;Riyadh;Thadiq;20
Cumulative;Cases;2020-05-21;;Jazan;Al Qouz;17
Cumulative;Cases;2020-05-21;;Riyadh;Layla;11
Cumulative;Cases;2020-05-21;;Al Jouf;Tabarjal;4
Cumulative;Cases;2020-05-21;;Mecca;Adham;11
Cumulative;Cases;2020-05-21;;Mecca;Al Kamil;1
Cumulative;Cases;2020-05-21;;Qassim;Uqlat as Suqur;4
Cumulative;Cases;2020-05-21;;Riyadh;Shaqra;24
Cumulative;Cases;2020-05-21;;Mecca;Mecca;13055
Cumulative;Cases;2020-05-21;;Al Jouf;Sakakah;14
Cumulative;Cases;2020-05-21;;Northern Borders;Al Judayyidah;51
Cumulative;Cases;2020-05-21;;Qassim;Al Bukayriyah;20
Cumulative;Cases;2020-05-21;;Northern Borders;Turaif;1
Cumulative;Cases;2020-05-21;;Eastern Region;Dammam;4370
Cumulative;Cases;2020-05-21;;Eastern Region;Al Mubarraz;7
Cumulative;Cases;2020-05-21;;Medina;Mahd Al Dhahab;16
Cumulative;Cases;2020-05-21;;Riyadh;Howtat Sudair;11
Cumulative;Cases;2020-05-21;;Northern Borders;Hazm Al Jalamid;82
Cumulative;Cases;2020-05-21;;Eastern Region;Al Jafr;51
Cumulative;Cases;2020-05-21;;Qassim;Riyadh Al Khabra;3
Cumulative;Cases;2020-05-21;;Hail;Bagaa;1
Cumulative;Cases;2020-05-21;;Asir;Khamis Mushait;157
Cumulative;Cases;2020-05-21;;Total;Total;67719
